reference,predicted,count
v,ɪ,5
w,f,5
ɪ,d,7
ɜ˞,ɪ,40
t,d,92
s,z,101
ʌ,ɔ,34
ʒ,ʃ,56
ɛ,e,40
ɹ,ɛ,7
ə˞,j,29
ɔ,j,1
ʊ,ɹ̩,18
j,d,22
ə˞,ʒ,19
ɹ,ɡ,14
ɦ,ɾ,6
ŋ,n,46
e,ɛ,33
ɜ˞,l,3
ə˞,ʃ,33
ə,o,47
ʉ,l,5
t,u,1
ɾ̃,ɪ,9
f,p,7
ə˞,ɔ,14
ʊ,ɹ,5
ʉ,o,9
ʔ,i,6
d,a,2
ɨ,j,49
ɔ,ɾ̃,2
ɨ,ɹ̩,51
ʃ,ʒ,13
ɾ,t,44
θ,s,20
ɜ˞,ɑ,31
ð,ɪ,16
ɨ,z,13
ʉ,ʒ,3
ʊ,u,34
ʉ,ʊ,28
n,ɾ,6
ə,t,9
ɾ,ʔ,3
ɑ,ɪ,2
ə˞,s,11
ʔ,t,46
ə˞,ʊ,26
ɛ,ɹ̩,8
ʒ,t,6
ɜ˞,ʃ,8
ɜ˞,j,22
a,ɛ,10
ʌ,ɑ,88
d,ɹ,2
ʒ,ɹ̩,10
ð,l,8
ɑ,ʌ,85
ʊ,l̩,14
i,ʔ,1
æ,a,56
θ,ð,30
ɦ,n̩,1
ɪ,ɛ̃,2
w,ɔ,4
ɛ,ɡ,3
l,æ,1
ɛ,a,9
l,ʊ,14
w,ʌ,6
ʃ,s,32
i,ɛ,12
θ,t,10
ə˞,t,10
b,v,30
ʉ,n,14
ɾ̃,ɾ,26
j,ɹ̩,9
æ,h,9
o,a,6
z,d,9
l,ð,6
ɛ,l,1
ɨ,n̩,26
t,ð,7
ð,s,12
ɨ,æ,34
h,ð,2
ə,ɑ,12
ʔ,ɹ,16
ɨ,ɹ,35
ɨ,ð,30
ə,ɔ,15
z,ʒ,18
ð,ʌ,28
ɾ,n,1
d,n,6
ʔ,p,13
n,t,9
ŋ,ɪ,3
ɾ̃,ŋ,1
æ,e,23
m,ɪ,3
m̩,ɹ,2
ɾ̃,ɛ,3
ɜ˞,ʊ,19
ɹ,ɪ,21
d,ɪ,19
ɨ,v,2
d,ð,53
H,ɪ,10
l,p,1
ʔ,ɔ,73
d,ʔ,12
p,ʔ,6
ʊ,ŋ,3
ə˞,ɑ,22
ə˞,ɛ,40
l̩,l,45
ɾ,l̩,1
ʊ,ʃ,1
l,ʌ,20
u,ɹ̩,2
ɨ,θ,6
ʔ,n̩,2
ɾ,ɾ̃,9
t,m,1
ɾ,ɪ,12
ʊ,s,3
u,o,16
ʊ,ɑ,2
t,f,2
w,ɪ,6
t,ʒ,2
ə˞,d,23
t,θ,13
ʃ,f,4
ʔ,l,25
m,ŋ,5
m,w,1
ə,n̩,9
ə̥,u,17
ɾ,ɹ̩,2
ɪ,ð,7
m,b,9
l̩,ɹ,7
æ,ɑ,21
ɪ,ɪ̃,2
ə̥,n,2
ʌ,t,2
d,n̩,1
ə,d,7
ʊ,θ,1
ə,h,7
ɦ,j,1
ɦ,ɹ,5
w,ʊ,18
ə˞,ɾ,4
ɪ,ɾ̃,1
ɪ,m,4
n,ɛ,11
t,h,2
w,b,3
l,w,9
ɔ,æ,1
ɹ,j,3
n,s,4
t,ɹ̩,4
l,ɾ,7
ɨ,ɾ,4
ə̥,i,11
ə,m̩,2
ɡ,ɪ,15
t,k,9
ŋ,ɡ,3
v,b,35
ə,ɹ,18
ɪ,l̩,1
l,t,1
a,s,1
j,ʒ,9
ɡ,s,2
ʊ,ɔ,15
ʊ,ɛ,3
ɦ,k,1
ɪ,j,12
ə˞,w,4
ʔ,o,31
ɔ,ʊ,46
ɨ,o,3
ə̥,p,3
ʉ,ɹ,4
p,ɛ,1
ɨ,ɛ̃,4
b,ɪ,4
ɜ˞,v,1
ɨ,ŋ,14
ɡ,t,2
ɜ˞,u,3
ɑ,ɛ,4
ɜ˞,d,5
ŋ̍,ŋ,6
θ,f,6
ð,ŋ,2
h,u,4
d,u,5
h,ɪ,16
b,d,4
ʌ,æ,6
ɛ,ɑ,3
z,ɪ,16
ə,e,3
t,ɛ,2
ə˞,u,10
ɹ,ɑ,2
m,m̩,5
n,d,8
ɪ,ɑ,6
ŋ̍,i,3
ə,l,13
v,l,2
ʊ,ɡ,1
i,a,6
ə,ð,22
ɪ,ŋ,3
j,ɑ,1
a,l,5
ʔ,j,1
ʌ,ʊ,11
ɜ˞,æ,5
ə,u,45
ɪ,s,7
e,ʌ,2
ɾ,ʌ,3
n,n̩,25
k,ʔ,6
ð,b,1
n̩,b,1
ɡ,b,1
w,ɛ,2
ɾ̃,b,1
ɾ̃,d,2
ɪ,ʒ,2
z,ɹ̩,5
ə̥,m̩,1
ɔ,l̩,5
ə̥,ʃ,3
ʌ,o,35
æ,ɪ,13
ɦ,l,5
w,t,1
e,æ,19
ɾ̃,ʌ,6
b,ð,2
θ,ʌ,2
ɪ,v,2
t,i,1
ɦ,z,1
o,w,4
j,ɪ,14
ɨ,ʔ,5
z,ɹ,3
k,θ,1
ɪ,u,5
z,f,1
ʔ,s,7
ʉ,d,10
v,s,1
ɛ,o,4
ə̥,ʊ,5
n̩,ɪ̃,2
n,θ,1
ʌ,ɹ̩,5
ð,z,11
a,ɹ,1
d,ʒ,3
ɹ,i,6
ɦ,ɪ,13
æ,ɹ̩,1
l,ʃ,1
ɨ,a,8
a,e,4
ŋ,m,5
i,æ,5
w,m,1
æ,ʌ,7
ɜ˞,n,2
ʊ,n,7
ɨ,l,15
ɾ,ð,7
ʉ,t,29
ə̥,ɹ̩,10
ə˞,æ,1
ə˞,ɾ̃,1
ð,d,10
d,ʊ,2
ʒ,ʌ,2
ɛ,æ̃,1
ʔ,a,10
ə˞,ð,1
d,i,1
t,ŋ,1
i,l,2
l̩,ɪ,8
o,ɹ̩,2
ɪ,l,6
ɹ,ʊ,5
n,ɛ̃,1
ʌ,ɪ,33
ɦ,ɹ̩,11
ɛ,h,2
a,n,1
e,i,12
m̩,m,20
ʉ,e,2
ɡ,d,3
t,ɡ,1
e,ɡ,1
ʔ,ɾ,16
w,u,4
ɛ,ɛ̃,6
ɾ,ɹ,3
ɜ˞,m,2
ɪ,ɾ,4
ʉ,ɡ,6
h,ɛ,3
ɔ,w,5
ɛ,ɾ,1
H,t,2
ʒ,d,4
j,ɾ,2
a,ɔ,6
ɔ,õ,1
ɪ,ʊ̃,1
l,s,2
w,ɾ,1
b,ʌ,1
ɹ,d,1
ə˞,i,7
ɾ,ʊ,3
m,l,4
ə˞,ɡ,3
ʒ,z,10
ʉ,ʌ,7
s,t,4
k,f,1
j,ʌ,5
ə,ɾ̃,5
ɪ,a,2
ʉ,ɹ̩,5
ɦ,æ,3
m,v,3
ɪ,t,7
ɔ,ɹ,4
w,o,5
ʊ,w,4
l,ɪ,10
ŋ̍,ɛ,3
ʔ,w,3
n̩,ŋ,1
e,z,1
e,s,2
d,æ,1
ð,ɛ,3
ə,ʃ,2
l̩,o,10
t,ɪ,16
m̩,ɪ,13
ʌ,l̩,3
a,u,1
ŋ,ɑ,1
s,ɪ,10
ʔ,z,2
ɨ,ɾ̃,10
ə,ʔ,3
n̩,m̩,3
l̩,ɹ̩,2
ɔ,a,11
v,t,1
d,ʃ,10
v,ɡ,1
ɹ,f,4
ə,f,4
i,ʌ,3
ɹ,ɾ,2
ɡ,ɹ,2
w,ɹ,3
ə˞,h,4
o,l̩,9
ʌ,ʌ̃,1
f,w,1
h,ʌ,6
ɾ,ʒ,2
ɑ,h,2
o,ɪ,13
ɪ,ɡ,1
i,j,25
æ,d,4
ə,z,2
ʔ,h,3
k,ð,1
ʔ,õ,7
o,ʊ̃,6
ʒ,ɪ,8
v,ʌ,5
ə,a,2
j,t,2
w,ɹ̩,6
ʊ,æ,1
ŋ,k,2
k,t,5
ɦ,ʌ,10
n,l,1
s,l,2
ɨ,l̩,5
ɹ,æ,1
ə̥,ð,2
ɜ˞,ɾ,1
d,ɡ,2
k,ɪ,1
ə,b,4
ɔ,n,4
z,ɡ,1
ʊ,d,2
d,θ,3
f,ɹ,1
l,f,2
ʉ,z,1
H,ʒ,1
ə˞,n,2
ɑ,u,1
ɜ˞,s,7
ə̥,n̩,1
ɨ,ɑ,1
ɾ̃,ɹ,4
m,ʊ,3
h,ɔ,1
o,m̩,1
ʔ,u,8
ð,m,1
ʊ,h,1
e,ŋ,1
ɪ,æ̃,1
ə˞,m̩,1
ɑ,l,3
ɑ,m,1
ə˞,a,1
ɑ,ɹ̩,1
l̩,ɑ,1
b,s,1
ɪ,n,6
d,z,3
ʉ,m,4
ʉ,ɛ,2
t,p,8
i,u,4
ɹ,v,4
ʔ,l̩,1
s,θ,2
ʃ,u,2
ʉ,ɑ,1
ʌ,n,1
ə,θ,3
ɛ,w,1
z,ʃ,8
a,o,6
ð,f,2
ɜ˞,w,1
i,s,1
ɹ,w,12
ʔ,k,2
v,w,2
ʃ,t,2
ə˞,f,3
f,m,1
l,ɛ,1
w,l,7
l,ɔ,1
ə˞,m,4
ə,v,2
m̩,k,1
i,ɪ̃,1
m,ʔ,1
ɜ˞,ɡ,4
H,θ,4
ð,t,19
θ,l,2
u,ɪ,4
ə˞,b,5
ɛ,u,1
s,ʌ,2
æ,ŋ,1
ɨ,f,4
ʒ,u,2
n,ð,6
ə̥,ɹ,1
m,s,1
l̩,n,1
ɔ,ɪ,2
h,j,3
ɦ,ɛ,4
m̩,ɛ,1
ə,m,2
s,f,2
p,ɪ,1
o,l,5
o,ɡ,1
ə̥,z,1
ɹ,u,6
ɛ,m,1
p,v,1
m,o,1
ʊ,ɾ,2
ʃ,d,2
m,i,2
s,u,3
ə,w,6
ɜ˞,t,3
ə̥,s,3
ʌ,a,10
t,ʊ,3
d,ɛ,4
ə,ʌ̃,2
ʔ,ʃ,1
f,h,1
ɦ,d,2
ɹ,b,3
ɔ,l,6
æ,l,1
j,æ,2
j,h,3
z,l,6
ɹ,ʒ,4
ʔ,ð,5
ə,k,1
j,ʃ,2
ɨ,w,4
ɾ,e,1
ɛ,j,1
a,w,1
u,ʌ,4
ɾ̃,ɹ̩,5
ʌ,s,1
z,θ,1
ɔ,ʃ,3
ʉ,w,1
m̩,n̩,1
ʉ,h,1
n,ʌ̃,1
H,ʌ,4
H,ɹ̩,1
m̩,u,1
ɾ,i,1
ʌ,l,1
h,ɑ,1
ɦ,i,1
t,j,1
ɪ,h,1
ə,ɾ,2
æ,s,2
f,ʌ,1
ɨ,p,1
ɨ,k,2
ɔ,t,2
ɜ˞,ʒ,9
a,j,1
ɑ,ɑ̃,3
ə̥,θ,2
ʔ,θ,1
H,d,3
ɦ,u,3
s,m,1
ɾ,z,1
ʒ,ʊ,1
n,ɪ̃,1
e,ɹ,1
ð,ɡ,1
ʔ,m,2
n̩,ɹ̩,1
b,m,2
θ,v,2
ɛ,ð,1
ɹ,l,1
ə˞,p,2
ɡ,h,1
o,ɑ,7
ə̥,f,1
n,ʃ,1
n̩,ʊ,1
f,s,1
t,s,6
ɾ,u,1
i,ŋ,1
t,b,4
v,ɹ̩,3
ɾ̃,a,1
l,d,1
θ,d,1
l̩,u,1
d,k,1
f,ɾ,1
ɾ̃,ɔ,1
l,ɑ,1
ɨ,ʃ,4
ʃ,h,1
i,ʊ,1
d,ʌ,3
e,ð,1
ŋ,æ,1
ə˞,o,3
v,m,1
l,v,1
t,ɔ,2
b,ɹ,2
ŋ,f,1
ɹ,s,1
e,ɹ̩,1
p,t,2
o,ɹ,1
ʊ,õ,1
ʊ,m,2
ʊ,ʔ,1
ɹ,e,2
ɹ,k,1
ɦ,ʊ,3
ɾ,l,2
ə̥,ɡ,1
H,ɛ,1
ə,i,3
i,ɹ̩,1
n,ʊ,2
z,p,1
ɡ,ŋ,1
ɑ,ʊ,4
t,ɹ,3
ɡ,l,1
ɪ,θ,1
ɛ,i,1
æ,ʔ,1
a,ð,1
ʌ,ɑ̃,1
b,w,1
ɪ,ʃ,1
v,ʊ,1
ɔ,u,4
ʊ,a,1
o,t,1
ʒ,s,4
f,θ,8
ɔ,e,2
ɦ,e,1
ɨ,ɡ,3
ɜ˞,o,3
ʃ,ɪ,3
ʃ,z,1
l̩,ɾ,1
o,u,3
ɔ,h,2
t,ʌ,4
ə,ɛ̃,1
ʃ,ɹ,1
ɔ,ʊ̃,1
ʊ,j,1
ɜ˞,i,3
ʃ,j,1
ɹ,a,1
s,ð,1
e,d,1
ŋ,ɾ̃,1
l̩,w,1
ɪ,w,3
o,n,1
ʊ,ʒ,1
i,ð,1
h,ʃ,1
t,ʃ,1
ɾ̃,ð,2
b,ɡ,1
z,ʊ,1
h,æ,1
ʌ,ʃ,1
z,h,1
z,m,2
ɾ̃,l̩,1
d,ɹ̩,2
ɾ̃,æ,1
ð,v,3
p,l,1
ɾ̃,ʊ,1
ə̥,ɾ,1
ʊ,t,1
ð,w,1
m,ʌ,2
ð,m̩,1
ɾ̃,t,1
ɔ,m,1
ʌ,e,2
æ,t,1
s,ɹ,1
ə˞,v,1
p,ɹ,1
ɨ,ʌ̃,1
m,n̩,3
j,ɡ,1
ɦ,n,1
ʃ,ð,1
θ,ɪ,1
m,p,2
ə̥,l̩,2
æ,n,1
ɾ̃,o,1
ʌ,h,1
H,æ,1
d,v,1
ʊ,e,1
a,t,1
m̩,t,1
ɦ,ŋ,1
n,v,1
ʉ,ʔ,1
l,z,1
ɹ,p,2
ɹ,o,1
v,ɹ,1
ɜ˞,b,1
ɾ̃,m,1
u,w,2
v,p,1
ɹ,n,1
u,i,1
ɑ,n,1
ɪ,k,1
j,ɛ,1
s,n,1
ʉ,ʌ̃,1
v,z,1
f,ʊ,1
ð,ɾ,1
w,p,1
ə,ʒ,1
v,ð,1
ɾ̃,i,1
ɦ,a,1
e,ɔ,1
b,t,1
ɑ,w,1
ɔ,f,1
ɡ,ʌ,1
h,e,1
ə̥,w,1
ð,j,1
p,ʌ,1
ɪ,b,1
i,n,1
z,ɾ̃,1
ɹ,t,2
w,e,1
ɹ,ɔ,1
ɦ,θ,1
θ,u,1
n̩,w,1
m̩,l,1
ə̥,e,1
ʒ,b,1
l,a,1
h,k,1
n̩,ʌ̃,1
ɾ̃,l,1
ɛ,ʊ,1
l̩,ɛ,1
ŋ̍,ʌ,1
n,ɑ,1
l̩,m,1
ə˞,l,1
ə,p,1
n̩,l,1
ð,***,20
a,***,31
ɪ,***,360
ʔ,***,2833
ɑ,***,67
w,***,45
ɡ,***,26
b,***,25
ɨ,***,669
n,***,382
l,***,156
ə̥,***,79
ʉ,***,30
t,***,596
ɾ,***,13
i,***,29
ɹ,***,211
ʌ,***,25
ə,***,392
z,***,37
ɜ˞,***,78
ʊ,***,183
d,***,202
k,***,97
ɔ,***,56
o,***,30
e,***,52
ɾ̃,***,24
ə˞,***,134
ɛ,***,81
j,***,37
ʃ,***,22
s,***,32
ɦ,***,44
u,***,9
v,***,34
æ,***,50
h,***,80
n̩,***,10
m,***,34
f,***,11
p,***,29
ŋ,***,17
ʒ,***,15
H,***,12
θ,***,9
l̩,***,9
***,l,414
***,k,182
***,t,226
***,ɹ̩,239
***,ʌ,635
***,ɑ,21
***,ʊ,457
***,s,271
***,ɪ,908
***,ɛ,137
***,ʒ,121
***,n,392
***,d,319
***,e,72
***,ɹ,411
***,ɾ,32
***,i,112
***,m,172
***,w,24
***,o,62
***,z,132
***,ʃ,406
***,ʔ,78
***,ɡ,25
***,v,55
***,u,141
***,h,86
***,j,32
***,l̩,12
***,a,37
***,ŋ,45
***,æ,13
***,θ,22
***,f,39
***,p,42
***,b,46
***,ð,47
***,ɔ,8
***,m̩,8
***,ɾ̃,9
***,n̩,20
***,õ,1
***,ʊ̃,2
***,æ̃,1
