original,substitution,total_substitutions
ɨ,j,40
ɨ,t,40
ɪ,ɹ,40
d,ð,39
l̩,l,39
ɜ˞,ɪ,39
ʒ,ʃ,38
s,ʃ,38
v,b,37
ɾ,t,37
ʊ,l,37
ə˞,ɛ,36
θ,ð,36
ʒ,j,35
ð,ʌ,35
e,ɛ,35
ʃ,s,35
p,b,35
o,ɔ,35
ə˞,ʊ,34
ʉ,i,33
b,p,31
ɜ˞,j,30
ɑ,æ,30
ʌ,ɔ,29
b,v,29
ɑ,a,29
ʉ,t,29
ɹ,ʌ,29
ɨ,æ,28
ə˞,ʃ,28
n̩,ɛ,27
ɨ,s,26
ð,t,26
n,n̩,26
ɪ,æ,25
ʊ,u,25
ɨ,ð,25
l,l̩,24
ʌ,o,24
ɜ˞,ɑ,23
j,d,23
d,s,23
ʔ,ɾ,22
i,j,22
ʊ,ɔ,22
a,ʌ,22
ə˞,d,22
ɔ,a,22
ɾ,ɪ,22
ɨ,h,22
ʉ,ʊ,22
e,æ,21
t,n,21
ə̥,u,21
w,ʊ,21
ə̥,t,21
m,n,20
ə,ð,20
ɨ,d,20
u,ʊ,20
ɨ,n̩,20
n,ʌ,20
ʔ,l,20
ɹ,ɪ,19
ɾ̃,ɾ,19
θ,s,19
a,ɛ,19
d,ɪ,19
ə,ɹ,18
k,ɡ,18
t,ɪ,18
m̩,m,18
ŋ̍,ɪ,18
ə˞,ɔ,18
z,ɪ,17
ʌ,ɪ,17
θ,t,17
ʒ,z,17
ə˞,ʒ,17
n,ɪ,16
z,ʒ,16
ɜ˞,ʊ,16
d,ʒ,16
ʊ,ɹ̩,16
t,k,16
ɾ,ɾ̃,15
æ,ɪ,15
ə,ɔ,15
ɪ,j,15
u,o,15
ʔ,e,15
ə,l,15
ə˞,ɑ,15
ɨ,l,15
ə,ɑ,15
ɜ˞,ʒ,15
ð,ɪ,14
ʃ,ʒ,14
d,b,14
ɛ,ɹ̩,14
ɨ,ɾ̃,14
j,ɹ̩,14
l,ð,14
ʉ,ʃ,14
æ,ʌ,14
ə̥,ɹ̩,14
ɦ,ɹ̩,13
j,ʒ,13
t,θ,13
e,i,13
ʉ,n,13
ʔ,ɹ,13
ð,d,13
h,ɪ,13
l,ʊ,13
ɹ,w,13
æ,e,13
æ,ɑ,13
ʔ,a,13
z,t,13
j,i,13
ʔ,p,12
ə,æ,12
ə˞,t,12
ð,l,12
ɛ,ɛ̃,12
ɹ,ʊ,12
æ,æ̃,12
d,ʔ,12
ŋ̍,n̩,12
i,ɹ,11
ð,z,11
m,b,11
ɨ,ŋ,11
f,v,11
ʌ,ʊ,11
ɹ,ʃ,11
ɨ,ɪ̃,11
t,ʌ,11
ə̥,i,11
ɔ,s,10
d,ʃ,10
ɜ˞,h,10
ʌ,a,10
m̩,ɪ,10
ɦ,ʌ,10
f,θ,10
ɦ,ɪ,10
ʉ,d,10
ə,t,10
ə˞,u,10
l̩,o,10
ʊ,l̩,10
ɡ,ɪ,10
ɨ,z,10
ɾ̃,ɛ,10
ʔ,ʊ,10
ɨ,ʒ,10
w,u,9
H,ɪ,9
ɾ,ð,9
ə,s,9
ə̥,ʊ,9
z,n,9
ɜ˞,ʃ,9
ɨ,m,9
m,m̩,9
l,w,9
ʔ,õ,9
ð,s,9
t,s,9
ɪ,d,9
ɪ,o,9
k,t,9
ɨ,a,8
h,ʌ,8
ɹ,ɡ,8
o,ʊ̃,8
i,ʌ,8
ɛ,n,8
ɾ̃,ʌ,8
ʔ,u,8
w,l,8
l,ɾ,8
ə,h,8
ə˞,b,8
o,ɪ,8
n,d,8
t,p,8
o,a,8
ʔ,n,8
d,z,8
ɑ,ɛ,7
ɪ,ð,7
ɪ,ɑ,7
j,ɪ,7
n,ɾ,7
o,ɑ,7
ʉ,o,7
ʊ,n,7
w,ʌ,7
i,u,7
ə˞,i,7
ə˞,s,7
ð,ŋ,7
ʔ,s,7
ŋ̍,ŋ,7
ʔ,i,7
ɔ,ɹ̩,7
ɔ,l̩,7
ɨ,ɛ̃,7
ɪ,ɪ̃,7
a,l,7
z,ʌ,7
w,o,7
f,p,6
ə,b,6
d,n,6
ɦ,ɾ,6
ɨ,o,6
ʌ,æ,6
ɨ,ʃ,6
l,ɪ,6
ɡ,d,6
p,f,6
ɜ˞,ɔ,6
w,ɪ,6
ɨ,θ,6
ə˞,o,6
n,s,6
o,ɛ,6
u,ʌ,6
ɪ,s,6
ɜ˞,s,6
a,ɔ,6
ʒ,s,6
ʉ,ɡ,6
ɪ,l,6
s,ɪ,6
ɜ˞,d,6
ɪ,n,6
æ,h,6
θ,f,5
d,ʌ,5
ʉ,m,5
ʔ,h,5
i,ɛ,5
d,θ,5
n,t,5
ɔ,w,5
ɨ,f,5
i,æ,5
o,l̩,5
ʉ,s,5
ɛ,o,5
z,l,5
ʒ,ɹ̩,5
ɨ,w,5
ɪ,ʔ,5
z,ʃ,5
ʉ,ʒ,5
ə,w,5
ɔ,n,5
ʉ,l,5
ɹ,ɛ,5
ʔ,d,5
ɦ,u,5
d,ʊ,5
ʉ,ɹ̩,5
ɾ̃,ɹ̩,5
i,ð,5
ʔ,ð,5
t,b,5
ɪ,u,5
H,θ,5
ɛ,a,5
ə,d,5
ə,n̩,5
ɑ,ʊ,5
w,f,5
z,d,5
ɔ,ɛ,4
b,d,4
ɦ,l,4
ɜ˞,o,4
ɔ,l,4
l,e,4
ŋ,m,4
ɹ,ʒ,4
a,e,4
ɹ,i,4
H,ʌ,4
ɛ,ɑ,4
l̩,ɪ,4
ə˞,h,4
m,w,4
ʉ,ʌ,4
ŋ̍,i,4
ɔ,t,4
l,o,4
t,ð,4
h,ɹ̩,4
t,ʊ,4
o,n,4
ʃ,j,4
ɪ,ɾ,4
j,ʃ,4
ʊ,ɹ,4
t,u,4
ɨ,ɾ,4
m,v,4
æ,ɛ̃,4
m,ɛ,4
ɔ,ʃ,4
ɪ,w,4
t,ɛ,4
o,ɹ̩,4
ɪ,h,4
t,ɹ̩,4
ɜ˞,u,4
d,ɡ,4
n,ɛ,4
d,ɛ,4
ʃ,ɹ̩,4
ə,θ,3
ɔ,õ,3
ə̥,θ,3
l,i,3
ɹ,v,3
h,ɛ,3
ə˞,ɡ,3
m,l,3
ʒ,ɪ,3
v,m,3
ɨ,ʔ,3
n,ð,3
ɔ,ɹ,3
ə,v,3
m̩,u,3
p,v,3
ə,i,3
ʊ,ɛ,3
v,ʊ,3
t,ʒ,3
p,t,3
ɾ,l,3
ɦ,ɛ,3
ə,ʔ,3
w,b,3
t,h,3
ɪ,m,3
ə˞,ɾ,3
l̩,ɹ,3
ʃ,u,3
ɔ,u,3
h,j,3
ə˞,w,3
ɜ˞,l,3
æ,s,3
ɪ,ŋ,3
o,l,3
ʒ,d,3
ɾ,ɹ̩,3
m̩,ɹ,3
ŋ,ɪ,3
ɜ˞,ɡ,3
l,s,3
ɛ,ɡ,3
ɡ,s,3
v,ɪ,3
v,ʌ,3
ə,ɾ̃,3
ɦ,æ,3
ʃ,ɪ,3
ʌ,ɹ̩,3
ɜ˞,t,3
a,o,3
m̩,ɹ̩,3
ɹ,t,3
ɨ,l̩,3
s,θ,3
j,ɛ,3
ʔ,w,3
ɪ,ɛ̃,3
s,f,3
l,ɛ,3
ɦ,ɹ,3
ɪ,t,3
ɾ̃,ɹ,3
H,d,3
v,ɹ̩,3
ə,e,3
o,w,3
j,u,3
k,ʔ,3
ə˞,n,3
ə,z,2
ʃ,f,2
ʊ,d,2
w,h,2
ʊ,æ,2
s,ɹ̩,2
ɹ,ɑ,2
ɦ,ɑ,2
h,p,2
ð,f,2
a,ʔ,2
ə̥,e,2
ɪ,ʃ,2
d,ɹ̩,2
ʔ,j,2
m,ɾ̃,2
ð,ɛ,2
t,ʃ,2
l̩,w,2
b,w,2
ə˞,l,2
ɾ,ʔ,2
h,ʃ,2
m,ɹ,2
ʊ,j,2
w,ɹ̩,2
d,ɾ̃,2
ə,f,2
ɾ̃,ʊ,2
v,z,2
ɔ,h,2
b,f,2
m,ʌ,2
n̩,m̩,2
m,n̩,2
h,u,2
ɨ,v,2
j,h,2
ʊ,ɾ,2
l,ɔ,2
ʃ,t,2
ʊ,ɾ̃,2
ɹ,o,2
ɾ,n,2
b,ɹ,2
i,ʊ,2
d,h,2
ə̥,ɹ,2
ɡ,ŋ,2
s,u,2
o,ɡ,2
æ,i,2
ɡ,ʌ,2
ə,m,2
ʒ,u,2
l,ɑ,2
ɛ,ʊ,2
u,ɪ,2
θ,l,2
i,ɹ̩,2
ə˞,f,2
ʔ,k,2
ə,ʌ̃,2
ɹ,b,2
d,u,2
ʌ,l̩,2
ə,k,2
ɾ̃,m,2
h,ɑ,2
s,l,2
ɦ,i,2
ə,ɾ,2
t,æ̃,2
a,j,2
ɾ,z,2
ɑ,l,2
ə˞,m,2
ə,p,2
ɛ,ð,2
j,ʌ,2
ʔ,n̩,2
ɑ,h,2
ɛ,æ̃,2
ɾ̃,d,2
æ,ɹ,2
ɾ,u,2
ɛ,i,2
ɑ,ɹ̩,2
u,i,2
n̩,ɪ̃,2
ɾ̃,l,2
z,m,2
m,ɪ,2
ə˞,ɾ̃,2
ɪ,ʊ̃,2
i,a,2
ɛ,h,2
ɪ,f,2
ʔ,ɡ,2
l,ɹ,2
ɜ˞,m,2
l̩,ɑ,2
s,ɹ,2
ʒ,t,2
ʔ,b,2
ɑ,ɪ,2
ʔ,æ̃,2
ɨ,b,2
e,ʌ,2
d,a,2
t,m,2
ə,m̩,2
ŋ,ɡ,2
ə̥,j,2
l,t,2
z,i,2
ð,m,2
p,ʌ,2
ʊ,m,2
s,n,2
ə̥,n,2
ə,j,2
ɡ,ʊ,2
j,ɑ,2
b,ɪ,2
ɛ,ɪ̃,2
n̩,l̩,2
v,p,2
t,l,2
t,w,2
d,v,2
m,ŋ,2
v,l,2
ɔ,m,2
t,æ,2
s,t,2
ʌ,ʌ̃,2
ɔ,j,2
ɾ̃,ʔ,2
ɾ̃,ɪ,2
ɡ,ɛ,2
v,w,2
ɹ,h,2
z,ɹ̩,2
ŋ̍,ʌ,2
ʊ,w,2
v,ɡ,2
o,u,2
ʉ,ɹ,2
z,p,2
ʌ,ɹ,2
ŋ,k,2
ɑ,o,1
ɛ,l,1
b,ɡ,1
e,ẽ,1
ð,m̩,1
h,æ,1
θ,u,1
n,h,1
z,h,1
ʊ,ʃ,1
b,θ,1
ɦ,θ,1
ɾ̃,e,1
ɾ̃,l̩,1
ɑ,ɑ̃,1
v,ð,1
s,h,1
ʊ,t,1
w,e,1
m,z,1
e,ʔ,1
d,l,1
l,p,1
ɾ,ɹ,1
H,z,1
ɹ,ɔ,1
ə̥,ɾ,1
ɔ,i,1
ɔ,ɾ̃,1
m̩,l,1
ə̥,ɛ,1
o,t,1
H,ʊ,1
d,o,1
m,ð,1
i,z,1
ə,ʃ,1
l̩,ɔ,1
z,e,1
n,θ,1
ʉ,w,1
n,ʒ,1
a,ð,1
n̩,l,1
ɦ,j,1
z,θ,1
ɡ,l,1
i,l,1
ɦ,e,1
ɔ,d,1
l,ɾ̃,1
ɹ,a,1
p,ʔ,1
æ,ɹ̩,1
ʒ,b,1
e,ɔ,1
ŋ,ɾ̃,1
ɔ,ʊ̃,1
v,æ,1
ɛ,v,1
ʔ,m̩,1
ʔ,ŋ,1
ʃ,z,1
ʃ,ʌ,1
ɨ,ɡ,1
l,h,1
ŋ,ʌ,1
ʌ,s,1
n̩,m,1
w,t,1
h,k,1
ð,k,1
l,a,1
ʊ,h,1
h,e,1
ʊ,ŋ,1
e,l,1
ɔ,b,1
ð,v,1
ə̥,w,1
ə,ɪ̃,1
ɦ,ŋ,1
m̩,t,1
ð,j,1
k,ð,1
v,ɹ,1
θ,ɑ,1
h,f,1
e,ɹ,1
ʉ,ʌ̃,1
w,p,1
ə˞,a,1
ɛ,s,1
ɹ,m,1
ʔ,ɾ̃,1
f,ʊ,1
ʊ,i,1
ɾ̃,i,1
ʌ,e,1
ɹ,n,1
d,ɹ,1
u,w,1
ʊ,p,1
ʊ,e,1
z,u,1
v,ɑ,1
ə˞,p,1
æ,ɔ,1
ʉ,b,1
z,f,1
ð,ɹ̩,1
z,ð,1
ɾ̃,ŋ,1
æ,f,1
u,ɛ,1
t,ɹ,1
ð,ɾ,1
ɾ̃,n̩,1
n,l,1
ɹ,l,1
w,ɾ,1
w,ɔ,1
i,n,1
ɾ̃,ð,1
H,æ,1
ʌ,h,1
l,æ,1
ɾ,ɛ,1
o,j,1
ŋ,ʔ,1
ɪ,k,1
ə˞,ð,1
j,ɹ,1
k,p,1
ɦ,n,1
n,ɑ,1
j,ɡ,1
u,ɹ̩,1
m,p,1
ɾ̃,ɔ,1
ɹ,j,1
l,f,1
ʒ,ʌ,1
ɾ,ʊ,1
v,ʒ,1
n,z,1
u,ɡ,1
m̩,n̩,1
ɜ˞,w,1
v,s,1
ɪ,z,1
ɾ,e,1
ɛ,w,1
ʊ,s,1
ʌ,n,1
ʉ,ɑ,1
h,s,1
l,θ,1
f,m,1
H,t,1
ə̥,ʃ,1
m̩,ɛ,1
w,m,1
ə,a,1
ɛ,m,1
ɹ,k,1
ɔ,ɪ,1
ɜ˞,n,1
ʃ,d,1
ð,b,1
ɑ,j,1
l̩,n,1
ʊ,f,1
m̩,k,1
ɑ,ɹ,1
ɛ,ɾ,1
ɹ,ɾ,1
ʃ,k,1
f,ð,1
ʉ,k,1
b,s,1
d,e,1
i,ɾ̃,1
v,t,1
ə̥,ð,1
v,j,1
ɹ,æ,1
ɜ˞,e,1
ɜ˞,ɾ,1
p,n,1
ɪ,a,1
i,h,1
ʌ,p,1
s,ɛ,1
f,w,1
ɪ,ɡ,1
n,ʃ,1
l,z,1
z,ɡ,1
ŋ,i,1
θ,k,1
n̩,ŋ,1
ð,ʊ,1
ɑ,m,1
ɡ,ɹ̩,1
ə˞,m̩,1
n,i,1
b,ɹ̩,1
t,ŋ,1
d,æ,1
b,ʊ,1
h,ɔ,1
ə̥,n̩,1
ɑ,u,1
H,ʒ,1
ʉ,z,1
ɑ,w,1
ɹ,s,1
a,ɹ,1
ɔ,æ,1
ɛ,ɾ̃,1
θ,d,1
p,s,1
d,j,1
j,ɾ,1
ɾ,ʌ,1
ɾ̃,a,1
n,o,1
t,z,1
j,æ,1
f,s,1
n̩,ʊ,1
ə̥,f,1
n̩,ɑ,1
ɜ˞,v,1
ɡ,t,1
w,j,1
f,ɾ,1
ɜ˞,i,1
i,ɪ̃,1
s,ʌ,1
H,ɛ,1
ɑ,ɾ,1
ɦ,ʊ,1
ɹ,e,1
ɡ,ʔ,1
a,s,1
z,ɹ,1
ɪ,v,1
i,ʔ,1
n̩,ɹ̩,1
j,l,1
e,ð,1
ɦ,k,1
ʃ,h,1
n,ʊ̃,1
ɨ,ɔ,1
ʔ,m,1
n,w,1
b,ʌ,1
f,b,1
ð,ʔ,1
o,f,1
ə̥,m,1
n̩,b,1
w,l̩,1
ɛ,p,1
ʌ,k,1
s,ʊ,1
ɔ,ɑ̃,1
v,h,1
ɦ,d,1
f,h,1
ʔ,ʃ,1
i,t,1
ɔ,ð,1
ə̥,s,1
k,ɪ,1
H,ɹ̩,1
ʌ,l,1
m,e,1
ɡ,z,1
t,m̩,1
ʔ,ɛ̃,1
z,ɔ,1
n,ʊ,1
e,m,1
æ,d,1
ɜ˞,b,1
ɨ,k,1
ɨ,p,1
f,ʌ,1
θ,ʌ,1
n̩,s,1
ʊ,ɡ,1
k,m̩,1
m,ʊ,1
