original,substitution,total_substitutions
ɨ,ɪ,6333
ə,ʌ,3512
ə˞,ɹ̩,3238
ɜ˞,ɹ̩,2150
ʉ,u,2071
ɨ,ʌ,1875
ɦ,h,1394
t,ʔ,1093
ɨ,ɛ,1086
ə˞,ɹ,913
ɨ,i,779
z,s,614
ɪ,i,596
ɪ,ɛ,465
i,ɪ,414
ɑ,ɔ,393
ɔ,o,385
æ,ɛ,373
l̩,ʌ,353
ə,ɪ,340
ʔ,ɪ,294
ɔ,ɑ,288
ɜ˞,ɹ,277
ɾ̃,n,275
ɪ,ʌ,232
ɛ,æ,223
ʔ,ʌ,209
a,ɑ,207
n,ɾ̃,203
ɾ,d,189
ə,ʊ,181
n̩,ʌ,180
d,t,180
ɛ,ɪ,177
ə˞,ʌ,177
ɨ,ʊ,173
ə̥,ɪ,166
ʔ,ɛ,165
s,z,158
ə̥,ʌ,148
d,ɾ,148
n,ŋ,142
n̩,ɪ,141
i,e,137
ð,n,134
ɛ,ʌ,123
ʉ,ɪ,118
ʊ,ʌ,116
ʉ,j,108
ʔ,ɑ,98
t,d,95
v,f,93
ə,ɛ,92
H,ð,90
ɜ˞,ɛ,89
ɪ,ʊ,88
ə,l̩,87
t,ɾ,85
ɡ,k,85
o,ʌ,85
m̩,ʌ,83
ɑ,ʌ,83
n̩,n,81
ɜ˞,ʌ,79
ɨ,e,79
e,a,78
ʌ,ɑ,78
ɨ,u,75
ɔ,ʊ,74
ə˞,ɪ,72
ɔ,ʌ,71
ʔ,ɔ,69
ŋ,n,64
ʔ,æ,63
l̩,ʊ,62
n,m,62
ð,θ,62
n,ʔ,59
ɨ,ɹ̩,59
ɹ,ɹ̩,58
ʌ,ɛ,58
o,õ,56
ʊ,ʊ̃,56
ɨ,n,55
ʔ,ɹ̩,55
ʔ,o,53
ə,n,49
ɛ,e,48
ə,o,48
ɨ,ɹ,48
l,ʌ,48
a,æ,46
ə˞,j,44
ɪ,ɹ̩,44
ʊ,ɪ,43
ə,u,42
ʔ,t,41
ə,ɹ̩,40
æ,a,40
