model,phone_error_rates,phone_feature_error_rates,feature_error_rates
facebook/wav2vec2-lv-60-espeak-cv-ft,0.3629496808065198,4.377275132275133,0.6666349349397231
facebook/wav2vec2-xlsr-53-espeak-cv-ft,0.3724996102901567,4.252321428571428,0.6516304516107296
