original,substitution,total_substitutions
ɪ,ɾ,32
ã,a,32
z,ð,32
s,t,32
o,ɛ,32
ɪ,n,32
t,θ,32
ɾ,ð,31
ʌ,d,31
b,v,31
s,ɪ,31
ɛ̃,ɛ,30
ʌ,t,29
u,i,29
ʒ,z,29
ʊ,u,28
ɑ,ɹ̩,28
ɹ,ɪ,28
ɪ,ð,28
ʊ,w,27
ð,ɪ,27
ʌ,n,26
ʌ,i,26
u,ʌ,26
d,ʔ,26
s,ʌ,26
n,ɛ,25
b,p,25
t,ʌ,24
i,ɛ,24
o,ɪ,24
æ,ɑ,23
ʌ,ɾ,23
ʌ,z,23
ʊ,l,23
n,ɾ,23
i,j,23
ʃ,d,22
e,ʌ,22
ɛ,o,22
d,n,22
l,ʌ,22
ɹ,ɾ,22
ɾ̃,m,21
p,b,21
i,u,21
m̩,n̩,21
s,ʃ,21
ʔ,n,20
ŋ,ɾ̃,20
a,e,20
j,ɡ,20
t,n,20
w,ʌ,19
ɾ,ɾ̃,19
ɛ,ɑ,19
z,ʒ,19
ð,ʌ,19
ɛ,ð,19
ɹ,ʌ,19
o,a,18
ð,ɛ,18
ɾ̃,ɪ,18
ɛ,h,18
ð,d,18
s,θ,18
f,p,18
ʌ,ɾ̃,18
l,ʊ,18
ɑ̃,ɑ,18
ʌ,s,18
ɑ,ɪ,18
ɪ,ɹ,18
ʊ,ɛ,18
ɪ,z,18
ɾ,ʔ,17
z,ɪ,17
ɪ,o,17
d,ʌ,17
ʌ,l,17
e,æ,17
ɪ,ɾ̃,17
n,t,16
ʌ,m,16
ʃ,z,16
l,ð,16
j,ɛ,16
ʌ,w,16
ɪ,w,16
ɛ,n,16
s,d,15
w,l,15
ɪ,d,15
ʊ,l̩,15
m,v,15
ɪ,ɑ,15
ʊ,ð,15
m,ɪ,14
m,b,14
ʌ,e,14
t,z,14
t,k,14
ɪ,l,14
ʒ,ɪ,14
ɪ,t,14
β,p,13
t,s,13
ɑ,o,13
ĩ,i,13
ŋ,ʊ,13
n̩,ɾ̃,13
e,a,13
ɹ,v,13
ɛ,i,13
æ,i,13
ɛ̃,ɪ,13
ɹ̩,ɑ,13
d,b,12
i,ʌ,12
ð,t,12
h,ɛ,12
v,ʌ,12
ɪ,j,12
l,ɾ,12
n,ʊ,12
ɪ,ʔ,12
ɛ,ɾ̃,11
b,ʔ,11
t,ɛ,11
ʊ,ɾ,11
ʒ,ʃ,11
w,v,11
ð,l,11
ʌ,h,11
ɑ,ɛ,11
ʌ,j,11
d,s,11
d,v,11
ʔ,ʊ,11
u,o,11
j,n,11
ʌ,ɹ,11
v,ɪ,11
ɹ,ʊ,11
d,ʃ,11
l̩,ɪ,11
ʔ,k,10
ʌ,ʔ,10
m,ɛ,10
m̩,b,10
ɔ,ɪ,10
ʌ̃,ɪ,10
j,u,10
m,p,10
ʌ,k,10
ɹ,z,10
ɪ,m,10
ð,v,10
ʌ,v,10
ʊ,ʔ,10
ʌ,m̩,10
ʌ,ɡ,10
j,ʌ,10
p,f,10
l,l̩,10
w,ɹ,10
æ,ð,10
z,d,9
ʊ,n,9
ŋ,m,9
ɔ̃,ɔ,9
ɹ,m,9
θ,t,9
ʔ,n̩,9
ɾ,ɪ,9
l,b,9
t,n̩,9
f,θ,9
ɪ,v,9
ɔ,ʊ,9
z,t,9
p,ʔ,9
b,d,9
ʃ,ɪ,9
o,w,9
k,ʔ,9
v,w,9
w,ɪ,9
ɛ,t,9
t,f,9
ɹ̩,ɔ,9
w,b,9
ɔ,w,9
d,ʊ,9
m̩,ɪ,9
a,o,9
n,w,8
ʊ,h,8
ɡ,ɪ,8
o,æ,8
æ,e,8
b,ð,8
t,ʊ,8
o,l̩,8
ɪ,l̩,8
u,ɹ̩,8
ʌ,θ,8
ɹ,ʃ,8
ɪ,s,8
ɹ,w,8
m,i,8
d,ɑ,8
o,ɑ,8
ʊ,s,8
ɪ,h,8
æ̃,ɛ,8
t,p,8
ʊ,ɹ,8
ɪ,ɡ,8
z,ʌ,8
ɾ,t,8
ɛ,ɹ,8
w,ʊ,8
l,ɪ,8
n,o,8
ɹ̩,ð,8
n,æ,8
j,ʃ,8
ɹ̩,i,8
ɹ,l,8
ɹ,ð,8
ð,ɾ,8
n,a,8
l,a,8
i,ʊ,8
b,w,8
ð,z,8
n,i,7
ɛ,d,7
ɹ,b,7
θ,s,7
ɛ,v,7
ʔ,ɪ,7
ɛ̃,ʌ,7
ɪ,b,7
n̩,t,7
ɛ,ʊ,7
ɾ,ʌ,7
ʊ,d,7
k,ɪ,7
h,ʌ,7
ð,a,7
j,ɾ̃,7
ɾ̃,ʌ,7
f,s,7
m,ʌ,7
v,p,7
n,s,7
n,ɹ,7
d,z,7
ʌ,b,7
o,u,7
ʔ,ð,7
ʌ,ʒ,7
a,ɹ,6
p,t,6
æ,ʊ,6
m,w,6
ð,æ,6
ʊ,n̩,6
u,ɛ,6
ɛ,ɾ,6
b,ʌ,6
ɹ,e,6
o,ɾ,6
j,d,6
ɪ,ʃ,6
ŋ,n̩,6
n,ɑ,6
z,n,6
ɑ̃,ʌ,6
m,l,6
ʊ,a,6
ʊ,ɑ,6
v,ð,6
v,m,6
t,a,6
j,a,6
t,i,6
j,m,6
a,ɔ,6
n,k,6
n,v,6
d,ɛ,6
v,ʔ,6
o,ɹ̩,6
t,h,6
u,ʊ,6
e,ɹ̩,6
ɾ̃,a,6
ʊ,ɾ̃,6
v,ʊ,6
s,m,6
ĩ,ɪ,6
ɾ,n,6
t,ɹ̩,6
n,ɡ,6
s,ɛ,6
ʌ̃,n̩,6
v,ɹ,6
i,a,6
l,n,5
ɾ̃,ð,5
w,ð,5
ɹ,ɾ̃,5
e,ð,5
n,l,5
h,ɪ,5
b,ɪ,5
d,k,5
ɹ,n,5
ɾ̃,h,5
ɾ̃,o,5
h,ð,5
ɔ,a,5
ɹ,u,5
j,h,5
ʃ,t,5
ʊ̃,o,5
a,n,5
j,æ,5
ʌ̃,o,5
ɪ,ŋ,5
ɹ,d,5
ɾ,ʊ,5
ẽ,e,5
o,n,5
s,l,5
ɛ,j,5
t,w,5
t,m,5
a,i,5
ʃ,ɹ,5
ɡ,ʌ,5
ʊ,j,5
ʌ̃,ɛ,5
ð,b,5
p,ʊ,5
ɪ,θ,5
l̩,ʊ,5
ɑ,l,5
m,ŋ,5
k,l,5
h,a,5
e,ɾ,5
m,ʊ,5
t,ʒ,5
ʊ,i,5
m̩,ð,5
ɾ̃,ʔ,5
ɛ,w,5
w,ɔ,5
l,o,5
n,j,5
l,s,5
a,ʊ,5
w,o,5
b,m,5
ɛ,l̩,5
ɾ̃,ɛ,5
f,ð,5
n,h,5
l,t,4
ɾ̃,n̩,4
i,n,4
j,k,4
m,ʔ,4
o,ð,4
l,ɛ,4
ʌ,ʃ,4
n̩,æ,4
ɛ,z,4
m,e,4
ʒ,d,4
f,ɹ,4
ʌ,p,4
l,ʔ,4
d,ɾ̃,4
j,ʊ,4
t,æ,4
ʊ,p,4
ɹ,a,4
ɔ,æ,4
i,ɹ̩,4
ŋ,ʌ,4
ʊ,ʒ,4
õ,ʌ,4
ɔ̃,o,4
ŋ,ɪ,4
w,ɛ,4
t,b,4
θ,ɪ,4
w,m,4
s,ʊ,4
ʃ,ʌ,4
ɪ̃,ʌ,4
e,o,4
o,ɾ̃,4
ɑ,ʊ,4
n,z,4
m,ɑ,4
ɹ,p,4
t,ɹ,4
æ,ɾ̃,4
ɹ,ɛ,4
ɹ,o,4
ð,i,4
ɛ,ɡ,4
ɡ,n,4
n̩,m,4
ɔ,ɛ,4
s,ʔ,4
ʊ,v,4
ʊ,ɔ,4
j,ʒ,4
ɑ,s,4
l,e,4
æ,j,4
e,u,4
ʃ,u,4
ɪ̃,ɛ,4
ɛ,b,4
j,ɾ,4
h,æ,4
ɛ,l,4
k,ɛ,4
u,j,4
m̩,n,4
a,ð,4
u,ɹ,4
u,l̩,4
j,ɹ̩,4
l,θ,4
æ,o,4
a,h,4
n,ʃ,4
u,w,4
ʊ,b,4
l,h,4
d,l,4
ẽ,æ,4
m̩,w,4
ʌ̃,ɑ,4
ʔ,ʌ,4
t,l,4
ŋ,ɾ,4
m,n̩,4
n̩,ð,4
ʊ,z,4
ɹ,i,4
d,j,4
a,ɹ̩,4
l,w,4
i,z,4
t,ɑ,3
ʌ̃,n,3
l,f,3
a,d,3
m,j,3
ʔ,a,3
ɡ,ɛ,3
ɔ,n,3
t,ɾ̃,3
i,ɾ̃,3
e,l,3
u,d,3
ɔ,ɾ̃,3
f,h,3
ɑ,w,3
m,a,3
ɛ,ɔ,3
p,ɹ̩,3
l̩,ɔ,3
s,n,3
ɡ,ŋ,3
k,h,3
a,l,3
d,i,3
ɾ,n̩,3
n̩,ʔ,3
ɡ,d,3
n̩,w,3
f,æ,3
ɑ,b,3
h,j,3
ð,e,3
l,ɑ,3
ŋ,ʔ,3
p,m,3
o,m,3
ŋ,ɡ,3
ɛ̃,n̩,3
t,ʃ,3
ɹ,t,3
i,ɾ,3
o,ɹ,3
w,æ,3
v,d,3
ð,ɑ,3
f,ʊ,3
a,t,3
w,f,3
ɾ,e,3
a,j,3
s,i,3
ɾ̃,ŋ,3
ŋ,ð,3
b,f,3
n̩,ŋ,3
l,ɹ̩,3
æ,θ,3
o,t,3
ʃ,ʊ,3
b,l,3
f,w,3
ɑ̃,ɔ,3
ɪ,k,3
n,ɔ,3
l,ɔ,3
ɾ̃,ɹ,3
d,ɹ,3
j,ð,3
o,l,3
o,e,3
i,l,3
j,t,3
ʒ,ɹ̩,3
ŋ,d,3
l̩,o,3
ɾ̃,l,3
ʊ,e,3
b,ʊ,3
ɾ̃,z,3
ɛ,s,3
ɹ̩,t,3
a,m,3
ɹ̩,ɾ,3
w,z,3
j,ɹ,3
s,o,3
ɪ̃,ʊ,3
k,t,3
æ,d,3
ɹ̩,f,3
z,l,3
ɹ,n̩,3
õ,ɾ,3
k,æ,3
j,b,3
ɪ,f,3
s,u,3
ɛ̃,æ,3
f,t,3
n,ɹ̩,3
w,j,3
æ,h,3
ɪ̃,ɾ̃,3
f,b,3
k,j,3
w,ɹ̩,3
z,v,3
k,m,3
ɹ̩,u,3
d,θ,3
s,ʒ,3
i,h,3
ɛ,ʔ,3
s,ɹ,3
m,o,3
ʔ,j,3
ð,p,3
õ,ʊ,3
θ,k,3
ʊ,æ,3
ɪ̃,i,3
ɹ̩,ɾ̃,3
s,p,3
æ,ɡ,3
d,o,3
k,p,3
ɹ,ɔ,3
p,v,3
d,a,3
d,ɡ,3
t,v,3
k,ʌ,3
m,d,3
ʒ,t,3
l,v,3
i,æ,3
e,h,3
l,j,3
ɾ,l,3
æ,n,3
ɹ,k,3
ð,s,2
ɑ,h,2
n,b,2
ɔ,u,2
m̩,j,2
ɡ,ʔ,2
ɾ,o,2
ɛ̃,n,2
m̩,f,2
ʊ̃,a,2
e,j,2
ʊ,t,2
ʔ,o,2
v,n̩,2
h,ɹ̩,2
a,ɾ,2
m,h,2
i,ɡ,2
ɪ,p,2
s,ɹ̩,2
m,ð,2
z,ʊ,2
ʃ,ɾ,2
i,ʃ,2
θ,f,2
m̩,ɹ̩,2
t,o,2
e,n,2
h,m,2
ŋ,z,2
ɛ̃,o,2
s,v,2
b,a,2
ɹ̩,l̩,2
ɔ̃,ɑ,2
d,n̩,2
ʊ,f,2
v,ɛ,2
ɾ̃,ɡ,2
ɛ,u,2
j,p,2
θ,ɛ,2
z,ʃ,2
f,ɛ,2
ɑ,ɾ̃,2
ʒ,h,2
h,v,2
d,w,2
n̩,d,2
j,l,2
o,ʔ,2
ʌ,f,2
d,u,2
æ,v,2
ɹ̩,ʔ,2
m̩,o,2
o,j,2
b,ɡ,2
v,t,2
d,ɔ,2
ʃ,i,2
ɑ,n,2
θ,b,2
i,b,2
ʌ,ŋ,2
i,s,2
u,ɾ,2
k,z,2
j,o,2
æ,t,2
ʔ,s,2
ɹ̩,o,2
æ,s,2
k,b,2
f,ʌ,2
p,ɪ,2
ɹ̩,j,2
ɑ,k,2
æ̃,e,2
n̩,j,2
ɾ,z,2
æ,u,2
k,a,2
o,ɡ,2
m,z,2
l,i,2
e,ɹ,2
w,a,2
ʔ,z,2
s,b,2
j,w,2
ʔ,θ,2
ʔ,p,2
ʊ,k,2
k,s,2
ɪ,ɔ,2
e,v,2
ʔ,ɡ,2
n̩,ʊ,2
j,z,2
s,a,2
f,ɪ,2
v,e,2
h,ɾ,2
ʃ,w,2
ɹ,f,2
z,æ,2
ɔ,l̩,2
u,ʃ,2
h,u,2
k,o,2
d,ɹ̩,2
w,i,2
æ̃,i,2
θ,z,2
ʃ,m,2
z,a,2
ʃ,ɑ,2
j,ɑ,2
m̩,t,2
o,h,2
ʌ̃,ɾ̃,2
ɾ,æ,2
w,u,2
ð,ɾ̃,2
v,ɹ̩,2
z,m,2
l̩,n,2
ɛ,m,2
l̩,w,2
i,t,2
ʒ,i,2
æ,z,2
ð,f,2
b,t,2
ɛ,k,2
ʔ,v,2
ɔ,v,2
ɾ,ɹ̩,2
ʔ,æ,2
n̩,l,2
ʌ̃,t,2
u,l,2
æ,ɹ̩,2
k,ð,2
ɹ̩,ʊ,2
ɪ̃,m,2
z,ʔ,2
h,ɾ̃,2
õ,ɾ̃,2
s,ɡ,2
ʒ,ʌ,2
ŋ,a,2
k,d,2
k,n,2
ɹ,ʔ,2
ɹ̩,v,2
i,o,2
v,z,2
n̩,z,2
õ,ɑ,2
ʊ̃,ɾ̃,2
ʊ,m,2
h,p,2
u,ɡ,2
d,ŋ,2
s,æ,2
p,w,2
ɾ,i,2
w,ʔ,2
ɹ,j,2
ɹ,ɑ,2
ʃ,f,2
ɹ̩,z,2
h,s,2
ʊ̃,ɾ,2
t,e,2
v,ɾ,2
j,s,2
ɔ,e,2
s,ɑ,2
õ,n,2
o,v,2
z,θ,2
ɡ,ð,2
n,θ,2
z,ɾ,2
i,ð,2
b,z,2
s,h,2
n̩,ɹ̩,2
i,ŋ,2
æ,ɾ,2
ɹ,s,2
u,ŋ,2
l,ɾ̃,2
ɾ,ɑ,2
a,ʔ,2
k,ɹ,2
ʊ,ʃ,2
ð,w,2
i,n̩,2
ɹ̩,n,2
h,f,2
s,ŋ,2
m,t,2
m̩,æ,2
ʔ,b,2
u,t,2
ɹ̩,s,2
ð,m,2
ɪ̃,ŋ,1
p,ð,1
ɾ,p,1
n̩,ɹ,1
h,t,1
ʌ̃,ɹ̩,1
k,ɾ,1
h,d,1
n̩,b,1
v,ɑ,1
l,n̩,1
ɹ̩,l,1
p,l,1
o,i,1
ɹ̩,θ,1
ɹ̩,æ,1
u,f,1
m̩,ɹ,1
θ,e,1
e,w,1
i,ɑ,1
n̩,θ,1
ɔ,n̩,1
ɛ,ʒ,1
o,p,1
s,f,1
l̩,ɑ,1
æ̃,ɾ̃,1
z,i,1
a,θ,1
θ,ŋ,1
o,d,1
ɔ,h,1
v,æ,1
ĩ,e,1
õ,ɪ,1
m̩,ɾ̃,1
h,o,1
m̩,ʊ,1
n̩,e,1
ð,o,1
ɾ̃,ɔ,1
ŋ,ɔ,1
ʌ̃,ɾ,1
s,j,1
ɡ,ʊ,1
v,ɡ,1
ɾ̃,ɑ,1
ɔ,ŋ,1
ẽ,ɪ,1
n̩,s,1
a,ŋ,1
ɑ,f,1
u,ʔ,1
i,θ,1
ð,ʊ,1
m,f,1
ĩ,n,1
ʒ,j,1
õ,u,1
l̩,u,1
d,h,1
õ,a,1
ʊ̃,ɔ,1
ʔ,m,1
ɾ,j,1
ɾ̃,i,1
l̩,n̩,1
ð,ɡ,1
ɔ,ɾ,1
e,θ,1
ʔ,ɾ̃,1
ɛ,ŋ,1
n,l̩,1
w,ɾ,1
k,w,1
b,k,1
ɾ,v,1
θ,ʒ,1
a,ɾ̃,1
e,ɾ̃,1
ɔ,i,1
æ,p,1
l̩,ɾ,1
ʃ,h,1
e,ʊ,1
m̩,v,1
m,ɾ,1
ɛ,f,1
ɔ,d,1
m̩,ʒ,1
m,ɹ,1
æ̃,w,1
ĩ,ɾ̃,1
ɑ,p,1
l,ɹ,1
ẽ,p,1
ɪ̃,ɹ̩,1
ŋ,i,1
m̩,e,1
ʒ,ɑ,1
ã,z,1
θ,n̩,1
ɑ,ɹ,1
ʒ,m,1
ɡ,ɔ,1
m̩,l,1
ɡ,e,1
ɹ̩,n̩,1
ĩ,m,1
a,u,1
ĩ,b,1
ɡ,w,1
ʃ,ð,1
ɑ,ð,1
ɾ,f,1
n̩,h,1
n,e,1
ɾ,u,1
l̩,e,1
m̩,p,1
p,n̩,1
l̩,a,1
i,ɹ,1
o,z,1
s,ɾ̃,1
t,j,1
ʒ,n,1
ʊ,o,1
ɾ̃,f,1
o,ʒ,1
ɡ,o,1
s,e,1
ʊ,ɡ,1
ɛ̃,ɾ̃,1
θ,d,1
ɔ,t,1
n,u,1
ɡ,b,1
θ,ɾ̃,1
ʌ̃,l,1
s,n̩,1
ʒ,b,1
ʒ,a,1
ɑ,u,1
ð,j,1
θ,p,1
h,ʔ,1
s,w,1
u,n̩,1
f,ɾ̃,1
θ,o,1
h,θ,1
e,m,1
ʌ̃,ʔ,1
f,l,1
p,d,1
ɾ̃,t,1
b,ɹ,1
p,a,1
ð,u,1
ɹ̩,a,1
ɹ̩,b,1
θ,ʊ,1
k,v,1
p,n,1
ɹ̩,p,1
b,ɾ̃,1
w,p,1
f,ɑ,1
ɔ,l,1
i,ʔ,1
l,z,1
h,ɑ,1
v,n,1
l,m,1
ʃ,n̩,1
h,ɡ,1
n̩,ɾ,1
b,i,1
o,k,1
ʔ,ɹ,1
i,w,1
ɡ,m,1
ŋ,l,1
o,ʃ,1
a,n̩,1
O,m,1
I,i,1
ã,ɪ,1
æ,ʔ,1
ɪ,a,1
θ,n,1
h,ʊ,1
æ,b,1
s,k,1
v,l,1
ɡ,ɾ,1
ɡ,l,1
v,s,1
ɛ̃,j,1
m,ɹ̩,1
ɛ̃,a,1
ʌ̃,ʊ,1
ɑ̃,ɹ,1
ʃ,l,1
ʌ̃,w,1
f,ɹ̩,1
ɛ̃,e,1
n̩,i,1
ɔ,j,1
n̩,u,1
a,b,1
u,ɾ̃,1
z,ɛ,1
ɔ,z,1
ð,ʒ,1
ʃ,a,1
ʒ,o,1
u,n,1
e,ʔ,1
ʔ,ɛ,1
u,m,1
z,u,1
ɡ,æ,1
l,ɡ,1
ɾ,a,1
b,n,1
w,ɾ̃,1
m̩,s,1
ɪ̃,ʔ,1
ʒ,ɾ,1
ʒ,u,1
s,ɾ,1
ɹ,ɡ,1
ŋ,v,1
ŋ,s,1
i,d,1
ũ,u,1
ɹ,h,1
m,ɾ̃,1
ɹ̩,w,1
ɾ̃,ʊ,1
ʃ,b,1
b,ɹ̩,1
j,n̩,1
f,j,1
ʒ,ɹ,1
v,ɾ̃,1
v,a,1
ɑ,θ,1
ɡ,j,1
ʔ,e,1
v,i,1
e,k,1
ɛ̃,m,1
b,j,1
ð,ɹ,1
ɹ,ʒ,1
m,k,1
ʔ,i,1
ã,m,1
f,k,1
ɾ,s,1
ɑ,t,1
ɾ̃,w,1
u,s,1
u,z,1
k,ɑ,1
z,e,1
ɑ,e,1
l,u,1
ɹ̩,m,1
ɹ̩,e,1
p,k,1
m,θ,1
h,l̩,1
p,ɹ,1
u,b,1
ɑ,j,1
i,ɔ,1
õ,ɛ,1
ɪ,e,1
ʊ̃,f,1
ʊ̃,ð,1
ɾ,h,1
w,ɡ,1
l̩,ɹ̩,1
n̩,o,1
f,d,1
ŋ,o,1
ʊ̃,n,1
ɪ̃,æ,1
ɡ,i,1
a,ɪ,1
i,m,1
w,n,1
u,ð,1
õ,z,1
æ,ɔ,1
ɑ,i,1
æ̃,ɪ,1
d,ʒ,1
m,s,1
h,n,1
z,k,1
v,θ,1
ɡ,a,1
ʒ,p,1
v,u,1
e,ɑ,1
ĩ,a,1
θ,ʌ,1
ɔ,m,1
ʔ,l,1
b,s,1
ʒ,s,1
ã,ɹ,1
ʊ̃,ʌ,1
m̩,d,1
ʒ,ð,1
w,k,1
m̩,k,1
ð,ʔ,1
v,l̩,1
m̩,ɛ,1
h,b,1
w,s,1
ɹ,æ,1
z,n̩,1
ẽ,ɛ,1
ɾ,l̩,1
ɾ,ʃ,1
ɹ,l̩,1
ɪ,ʒ,1
ɑ,ʔ,1
e,s,1
b,ɛ,1
z,p,1
n̩,a,1
ʃ,ɔ,1
ʌ̃,i,1
m̩,θ,1
e,ɔ,1
θ,l,1
ɛ,ʃ,1
ɡ,ɑ,1
ð,n̩,1
ɾ,m,1
s,ɔ,1
h,ʃ,1
ʔ,ʃ,1
ã,ʌ,1
ɪ̃,e,1
β,f,1
d,p,1
ɾ,ɹ,1
l,ŋ,1
t,u,1
f,l̩,1
e,d,1
e,n̩,1
ɑ,v,1
