reference,predicted,count
b,b,0
ʃ,ʃ,0
æ,æ,0
ʊ̃,ʊ̃,0
O,O,0
f,f,0
l,l,0
ð,ð,0
A,A,0
ʊ,ʊ,0
ʔ,ʔ,0
ɡ,ɡ,0
n,n,0
ɹ,ɹ,0
ɑ̃,ɑ̃,0
ẽ,ẽ,0
ŋ,ŋ,0
θ,θ,0
E,E,0
ɛ̃,ɛ̃,0
ʌ,ʌ,3792
m̩,m̩,0
a,a,0
o,o,0
ɑ,ɑ,0
I,I,0
z,z,0
e,e,0
k,k,0
ɔ̃,ɔ̃,0
ɪ,ɪ,0
ã,ã,0
v,v,0
p,p,0
U,U,0
u,u,0
w,w,0
l̩,l̩,0
ɹ̩,ɹ̩,0
β,β,0
ʌ̃,ʌ̃,0
ʒ,ʒ,0
s,s,0
d,d,0
n̩,n̩,0
æ̃,æ̃,0
h,h,0
ɛ,ɛ,0
t,t,0
õ,õ,0
H,H,0
ɾ̃,ɾ̃,0
ũ,ũ,0
ɪ̃,ɪ̃,0
ɔ,ɔ,0
ɾ,ɾ,0
m,m,0
j,j,0
ĩ,ĩ,0
i,i,0
f,ʌ,14
ð,ʌ,75
t,ʌ,18
j,ʌ,292
θ,ʌ,10
o,ʌ,60
m̩,ʌ,96
s,ʌ,73
m,ʌ,31
n,ʌ,53
ʃ,ʌ,13
ɪ,ʌ,78
l,ʌ,20
ɛ,ʌ,53
a,ʌ,63
w,ʌ,66
p,ʌ,15
ɹ,ʌ,52
b,ʌ,22
e,ʌ,7
h,ʌ,40
ɡ,ʌ,11
ɑ,ʌ,17
æ,ʌ,28
k,ʌ,16
ɔ,ʌ,14
n̩,ʌ,7
ɹ̩,ʌ,4
ɪ̃,ʌ,1
z,ʌ,1
d,ʌ,27
v,ʌ,4
i,ʌ,4
ʊ,ʌ,2
ɔ,***,1811
ɹ,***,6133
f,***,2334
a,***,5113
ɪ,***,19696
v,***,2325
u,***,2325
ɾ̃,***,2269
h,***,2039
e,***,3028
ʔ,***,2294
i,***,6627
n,***,9257
m,***,4886
s,***,8316
ɛ,***,6776
l,***,5328
ɑ,***,2720
k,***,5333
ʌ,***,10685
w,***,3899
t,***,7365
ʃ,***,1976
ɾ,***,2808
ʊ,***,5846
d,***,5346
ʒ,***,1083
l̩,***,727
b,***,2946
ɡ,***,1865
j,***,3116
z,***,3526
ɹ̩,***,3084
p,***,2515
n̩,***,1279
ð,***,3891
æ,***,3274
o,***,3728
ŋ,***,1586
θ,***,1484
m̩,***,416
ɔ̃,***,15
ʌ̃,***,89
õ,***,124
ʊ̃,***,147
æ̃,***,67
ɑ̃,***,28
ɪ̃,***,110
ɛ̃,***,72
ĩ,***,28
ã,***,38
β,***,15
ũ,***,1
ẽ,***,13
O,***,1
I,***,1
E,***,1
A,***,1
U,***,1
H,***,1
