symbol,total_deletions
ɪ,19696
ʌ,10685
n,9257
s,8316
t,7365
ɛ,6776
i,6627
ɹ,6133
ʊ,5846
d,5346
k,5333
l,5328
a,5113
m,4886
w,3899
ð,3891
o,3728
z,3526
æ,3274
j,3116
ɹ̩,3084
e,3028
b,2946
ɾ,2808
ɑ,2720
p,2515
f,2334
u,2325
v,2325
ʔ,2294
ɾ̃,2269
h,2039
ʃ,1976
ɡ,1865
ɔ,1811
ŋ,1586
θ,1484
n̩,1279
ʒ,1083
l̩,727
m̩,416
ʊ̃,147
õ,124
ɪ̃,110
ʌ̃,89
ɛ̃,72
æ̃,67
ã,38
ĩ,28
ɑ̃,28
ɔ̃,15
β,15
ẽ,13
ũ,1
O,1
I,1
E,1
A,1
U,1
H,1
