reference,predicted,count
ʌ,θ,8
l̩,ɪ,11
h,u,2
ʌ,m,16
ɪ,ʔ,12
ɛ,w,5
n,i,7
m̩,m,51
ʔ,ʊ,11
ɹ,f,2
t,ʊ,8
ɛ,d,7
z,t,9
u,j,4
ɑ̃,ʌ,6
u,ɹ̩,8
ɑ̃,ɑ,18
t,n,20
ʊ,a,6
e,o,4
m̩,ʌ,77
f,w,3
ɾ,z,2
z,ð,32
u,ɹ,4
ɛ,ʊ,7
ŋ,ɡ,3
ɔ,ɪ,10
ʊ,ð,15
ɾ,æ,2
ɛ,l̩,5
l,ð,16
ɪ̃,ɪ,76
ɛ,j,5
ɹ,ʃ,8
ɛ,ɾ̃,11
ʌ,ɾ,23
ɪ,ð,28
ɛ̃,ɛ,30
o,w,9
ʌ,d,31
i,u,21
w,u,2
ŋ,ʔ,3
j,ɾ,4
ɑ,ɪ,18
ɹ,w,8
m,i,8
ʌ̃,ɪ,10
ʌ̃,ʌ,34
ɪ,k,3
w,ɪ,9
n̩,i,1
j,z,2
o,h,2
a,n,5
ɑ,t,1
ĩ,i,13
n,v,6
a,j,3
æ,ɹ̩,2
n,k,6
f,θ,9
e,u,4
ɾ̃,w,1
ð,ɾ,8
d,v,11
t,æ,4
u,ʌ,26
j,m,6
ɹ,ɪ,28
u,s,1
z,ɪ,17
ʊ,ʔ,10
ɹ,v,13
ɪ,t,14
æ,d,3
l,a,8
ɪ,o,17
a,h,4
l,o,5
j,u,10
d,n,22
n,ɾ,23
æ,j,4
k,ʔ,9
b,v,31
i,ʌ,12
d,ʔ,26
ð,d,18
ŋ,m,9
ɛ̃,ɪ,13
ʊ,æ,3
j,ʃ,8
f,ɹ,4
k,ɪ,7
s,æ,2
ɹ,n,5
n,æ,8
m,n,42
ɾ,i,2
j,k,4
w,ʔ,2
i,n,4
ɹ,l,8
s,ɹ,3
ɾ̃,ɪ,18
ɹ̩,w,1
s,ʌ,26
ɹ,j,2
w,l,15
ɹ,m,9
ɾ̃,o,5
ð,p,3
ð,ɛ,18
ɛ,n̩,35
ɛ,h,18
ɾ̃,h,5
u,ʊ,6
ɔ,v,2
ɹ,ʌ,19
ŋ,ɾ,4
ɾ,ʔ,17
ã,a,32
ɡ,ŋ,3
k,h,3
ĩ,ɪ,6
ɡ,ʌ,5
ɡ,ʔ,2
β,p,13
ɹ̩,m,1
ʔ,ʌ,4
e,ʌ,22
ɛ,t,9
m̩,n̩,21
a,l,3
h,ɛ,12
d,i,3
ʃ,z,16
i,h,3
ʃ,f,2
w,ɔ,5
o,ɑ,8
ʊ,w,27
m,o,3
l,l̩,10
ɹ̩,ɔ,9
ɾ̃,n̩,4
ɪ,h,8
ʊ,s,8
ɪ̃,æ,1
v,b,41
i,ɛ,24
ɪ,d,15
a,o,9
ɪ,z,18
m̩,ɹ,1
ɛ̃,ʌ,7
ɾ̃,ʔ,5
n,w,8
ɔ,n,3
θ,e,1
ð,ʔ,1
ɔ,ɹ̩,49
s,ʒ,3
ɹ̩,ɑ,13
u,w,4
n̩,æ,4
ɾ,l,3
m̩,ɪ,9
d,ʃ,11
v,l̩,1
m̩,ɛ,1
æ,n,3
ɹ,k,3
n̩,w,3
v,ɹ,6
a,d,3
w,v,11
ʊ,ɾ,11
h,b,1
n̩,ð,4
ʊ,ɛ,18
i,n̩,2
m̩,ɹ̩,2
ɹ̩,ð,8
ɑ,b,3
h,j,3
s,l,5
ɾ,n̩,3
ɑ,e,1
ɡ,n,4
i,e,47
b,ʔ,11
l̩,o,3
ɾ̃,l,3
ʊ,e,3
ʃ,d,22
b,ʊ,3
s,ʔ,4
l,u,1
ʌ,i,26
ð,s,2
o,n,5
ʌ̃,n̩,6
ɑ,h,2
f,æ,3
n,b,2
ʊ,b,4
ɾ,ʌ,7
ɔ,u,2
n,ʃ,4
n̩,ʔ,3
ɡ,d,3
t,l,4
ʃ,ɹ,5
ɹ,ɑ,2
ɡ,i,1
æ,ɑ,23
t,s,13
ʔ,j,3
ʃ,ʒ,49
v,ʌ,12
ɑ,ɹ̩,28
ʒ,ʃ,11
ɾ,n,6
a,ɪ,1
i,m,1
ɾ̃,m,21
w,n,1
ʌ,ʔ,10
a,ʊ,5
u,ð,1
ʔ,k,10
ʔ,æ,2
t,ɹ̩,6
ɾ̃,ŋ,3
ʃ,s,52
ɪ̃,ɛ,4
m,p,10
n̩,l,2
ɪ,ŋ,5
n,ɡ,6
ɾ̃,ʌ,7
õ,z,1
ʊ̃,f,1
s,ɑ,2
ɾ,ð,31
õ,n,2
ʊ̃,o,5
l,s,5
s,i,3
ɔ̃,ɔ,9
ɔ̃,o,4
õ,ʌ,4
ŋ,ɪ,4
o,ɹ̩,6
ɾ,ʊ,5
ɔ,e,2
ɹ,d,5
s,m,6
ʊ̃,ð,1
ɾ,h,1
v,ʊ,6
æ̃,i,2
m̩,n,4
ʌ,k,10
ũ,u,1
a,ð,4
ɹ,h,1
ʊ,n,9
ɹ,t,3
θ,z,2
i,ɾ,3
n,l,5
s,ʃ,21
õ,ʊ,3
θ,k,3
m,ɾ̃,1
ɹ̩,i,8
ɾ,ɹ̩,2
ẽ,e,5
s,d,15
t,h,6
ɾ̃,ʊ,1
ʊ̃,n,1
p,w,2
h,ɾ,2
p,f,10
ɪ,l,14
ʃ,w,2
ɔ,j,1
m,k,1
e,æ,17
ð,ɪ,27
ʌ,v,10
ʔ,i,1
ŋ,ʊ,13
w,f,3
n,s,7
ʌ,j,11
h,æ,4
t,m,5
s,a,2
f,ɪ,2
ã,m,1
ɪ̃,ʌ,4
f,k,1
ɾ,s,1
ɪ,m,10
v,e,2
n,ɔ,3
ʃ,t,5
ɪ̃,m,2
ʃ,u,4
ʌ̃,t,2
u,l,2
m̩,t,2
m̩,ð,5
t,ð,62
ʒ,o,1
ɹ̩,ʌ,38
t,w,5
ɛ,ɾ,6
b,ʌ,6
p,m,3
o,m,3
ʊ,ɔ,4
n̩,t,7
j,b,3
ʌ̃,ʊ,1
ð,e,3
l,ɑ,3
ʃ,ɑ,2
ɑ̃,ɹ,1
ʃ,l,1
j,ɑ,2
ɛ̃,n̩,3
ʌ̃,w,1
t,ʌ,24
v,w,9
ʌ̃,ɾ̃,2
f,ɹ̩,1
ɛ̃,e,1
d,ɔ,2
ʃ,n̩,1
ʃ,i,2
ɹ,e,6
ɑ,n,2
d,ɑ,8
ʃ,ɪ,9
h,ɡ,1
t,f,9
o,ɾ,6
b,d,9
ʌ,ɹ,11
n̩,ɾ,1
b,n,1
w,ɛ,4
w,ɾ̃,1
m̩,s,1
b,ɡ,2
l,b,9
ɪ̃,ʔ,1
ʒ,ɾ,1
v,t,2
ʒ,ɪ,14
ɪ̃,ɾ̃,3
ʒ,u,1
ɑ̃,ɔ,3
s,ɾ,1
ʃ,ʌ,4
ɹ,ɡ,1
f,ʊ,3
u,l̩,4
u,n,1
ð,t,12
ɔ,a,5
j,ɛ,16
j,n,11
æ,u,2
ɹ,ɛ,4
e,ɾ,5
ʒ,t,3
ʌ,ʃ,4
a,n̩,1
ɹ,ʊ,11
ɹ,n̩,3
t,ɹ,4
i,ʔ,1
ɹ,p,4
j,ʊ,4
ʊ,v,4
l,z,1
t,n̩,9
n̩,j,2
ɪ,j,12
j,a,6
o,j,2
æ,h,3
h,ɑ,1
ɹ,a,4
b,w,8
d,z,7
ɹ̩,f,3
n,a,8
ɑ,s,4
z,l,3
ð,j,1
θ,p,1
h,v,2
æ,ɡ,3
v,ɛ,2
ʊ,ɹ,8
ð,ʌ,19
s,k,1
ɾ̃,a,6
e,ɹ̩,6
v,l,1
t,p,8
f,ɛ,2
ɡ,ɾ,1
ɡ,l,1
ʊ,d,7
v,s,1
æ̃,ɛ,8
ɑ,ɾ̃,2
v,ʔ,6
ɛ̃,j,1
ʊ,ɾ̃,6
ʒ,h,2
ɔ,æ,4
i,b,2
z,ʌ,8
f,t,3
m,ɹ̩,1
ʌ,ŋ,2
z,ʃ,2
ɛ̃,a,1
O,m,1
I,i,1
m,ʌ,7
ã,ɪ,1
t,ɛ,11
ɛ̃,æ,3
æ,ʔ,1
n,ɹ̩,3
w,j,3
i,ɹ̩,4
θ,b,2
ɛ̃,o,2
f,ɾ̃,1
s,v,2
d,ɡ,3
b,a,2
v,p,7
v,ð,6
t,v,3
θ,o,1
ɹ̩,l̩,2
f,s,7
h,θ,1
v,m,6
z,d,9
e,m,1
ɹ,ɾ̃,5
d,a,3
w,ð,5
d,n̩,2
m,ʔ,4
ʊ,f,2
ɛ,u,2
ʌ̃,l,1
s,n̩,1
ɾ̃,ɡ,2
ʒ,b,1
ʒ,a,1
ɑ,u,1
ɹ̩,n̩,1
ɔ,w,9
ɛ,z,4
ʃ,ʊ,3
z,m,2
ĩ,m,1
a,u,1
l̩,n,2
t,ʒ,5
w,ɹ,10
ʒ,d,4
d,w,2
ɾ̃,ð,5
s,θ,18
n̩,d,2
ĩ,b,1
a,ɹ,6
ɡ,w,1
d,k,5
ŋ,ʌ,4
p,t,6
ɹ̩,ɾ̃,3
ʃ,ð,1
s,p,3
o,ʔ,2
f,b,3
k,v,1
p,n,1
j,l,2
ɪ̃,i,3
θ,d,1
ŋ,ð,3
ɛ,k,2
b,m,5
ɛ,v,7
ɔ,t,1
n,u,1
ʔ,v,2
m,ŋ,5
ɡ,b,1
i,ɹ,1
k,d,2
m,l,6
a,m,3
k,n,2
l,θ,4
o,z,1
b,t,2
ʒ,ʌ,2
ɪ̃,ʊ,3
s,ɾ̃,1
ŋ,a,2
k,t,3
ð,æ,6
t,j,1
l,e,4
ʒ,n,1
ʊ,ɑ,6
e,ɹ,2
n,z,4
ʊ,o,1
b,ð,8
o,ɾ̃,4
ʔ,ɪ,7
o,l,3
w,a,2
ʊ,n̩,6
m,ɑ,4
ʊ,i,5
n̩,ɹ̩,2
θ,ʒ,1
u,ɛ,6
i,ŋ,2
a,ɾ̃,1
e,ɾ̃,1
ʌ̃,o,5
ɔ,i,1
æ,ɾ,2
ɪ,s,8
æ,θ,3
i,t,2
t,b,4
o,t,3
ʒ,i,2
æ,z,2
t,k,14
ɹ,i,4
w,ɹ̩,3
j,ɹ̩,4
ð,f,2
b,f,3
ʊ,ɡ,1
ɛ̃,ɾ̃,1
n̩,ŋ,3
ɛ,b,4
v,ɡ,1
ɾ̃,ɑ,1
ɔ,ŋ,1
ẽ,ɪ,1
t,a,6
n̩,s,1
m̩,e,1
ʒ,ɑ,1
ʊ,t,2
m̩,f,2
s,n,3
ã,z,1
ʊ̃,a,2
θ,n̩,1
ʌ̃,ɑ,4
e,j,2
ɑ,ɹ,1
ɹ,ʔ,2
ʒ,m,1
w,z,3
ɡ,ɔ,1
j,ɹ,3
ɛ,ɑ,19
l,ɪ,8
ʌ,m̩,10
ɹ̩,v,2
m̩,l,1
m,ɹ,1
æ̃,w,1
ɹ̩,ɾ,3
ĩ,ɾ̃,1
ɾ̃,ɛ,5
ɛ,ŋ,1
n,l̩,1
ɹ̩,n,2
w,ɾ,1
õ,u,1
l̩,u,1
d,h,1
õ,a,1
ʊ̃,ɔ,1
ɛ,ɔ,3
ẽ,æ,4
ʔ,m,1
ŋ,n̩,6
n,ɑ,6
i,ʃ,2
θ,f,2
m,n̩,4
l,w,4
ɾ,j,1
ɾ̃,i,1
j,ɾ̃,7
ʌ̃,ɛ,5
a,ŋ,1
ɪ,ʃ,6
l,ɛ,4
ð,m,2
m̩,w,4
l,ɾ̃,2
ɑ,f,1
l,j,3
u,ʔ,1
l,f,3
ð,b,5
i,z,4
m̩,æ,2
m,j,3
f,ð,5
æ,e,8
ɔ,ɾ̃,3
ɹ,s,2
ʊ,z,4
f,h,3
u,ŋ,2
j,d,6
i,θ,1
t,ɾ̃,3
ð,ʊ,1
i,ɾ̃,3
m,f,1
ɪ,θ,5
a,ʔ,2
e,l,3
a,ɹ̩,4
ʔ,a,3
ð,w,2
ɡ,ɛ,3
ɾ,o,2
ɛ̃,n,2
ĩ,n,1
ʒ,j,1
ɾ,ɑ,2
ʌ̃,ɾ,1
ʔ,o,2
v,n̩,2
ʊ,j,5
k,ɹ,2
ʊ,ʃ,2
s,j,1
ɡ,ʊ,1
n̩,z,2
õ,ɑ,2
ʊ̃,ɾ̃,2
ɑ,p,1
l,ɹ,1
ẽ,p,1
ɪ̃,ɹ̩,1
ŋ,i,1
l̩,ɾ,1
ʃ,h,1
i,o,2
e,ʊ,1
ɛ,ɡ,4
m̩,v,1
v,z,2
æ,ʊ,6
m,ɾ,1
ɛ,s,3
ð,i,4
θ,s,7
ɛ,f,1
ɹ̩,t,3
ɔ,d,1
m̩,ʒ,1
k,w,1
ɾ̃,z,3
b,k,1
ɾ,v,1
ʔ,θ,2
ɾ̃,f,1
o,ʒ,1
ɾ̃,ɹ,3
s,ɛ,6
ʔ,p,2
ʊ,k,2
k,s,2
j,ð,3
n̩,ʊ,2
ð,ɾ̃,2
ɹ,ð,8
v,ɹ̩,2
ʔ,z,2
ɾ,f,1
s,b,2
n̩,h,1
j,w,2
ɪ,ɔ,2
i,a,6
n,e,1
ɾ,u,1
l̩,e,1
e,v,2
l,ɔ,3
ʔ,ɡ,2
m̩,p,1
b,l,3
p,n̩,1
l̩,a,1
ɡ,e,1
ɛ,m,2
l̩,w,2
l,ɹ̩,3
s,ʊ,4
ɹ̩,p,1
ʊ,ʒ,4
b,ɾ̃,1
w,p,1
æ,v,2
ɹ̩,ʔ,2
m̩,o,2
k,j,3
i,l,3
f,ɑ,1
ɔ,l,1
l,i,2
d,ɹ,3
d,u,2
f,l,1
p,d,1
k,a,2
ɾ̃,t,1
o,ɡ,2
b,ɹ,1
p,a,1
ð,u,1
ɹ̩,a,1
o,ð,4
ɹ̩,b,1
h,ʔ,1
ɑ,ʊ,4
s,w,1
u,n̩,1
k,l,5
ɪ,a,1
u,ɾ,2
k,z,2
j,o,2
æ,t,2
ð,a,7
θ,n,1
j,æ,5
s,u,3
f,ʌ,2
h,ʊ,1
æ,b,1
p,ɪ,2
k,ʌ,3
m,d,3
b,i,1
i,s,2
ŋ,z,2
ʔ,s,2
o,k,1
ʔ,ɹ,1
ɹ̩,o,2
æ,s,2
k,b,2
i,w,1
ɡ,m,1
l,n,5
t,o,2
l,v,3
e,n,2
ŋ,l,1
o,ʃ,1
h,m,2
d,ɹ̩,2
ɹ̩,j,2
k,æ,3
a,t,3
z,æ,2
e,ʔ,1
ɔ,l̩,2
k,ɛ,4
o,ɹ,3
w,æ,3
v,d,3
ʔ,ɛ,1
u,m,1
k,o,2
z,u,1
ð,ɑ,3
ɡ,æ,1
l,ɡ,1
õ,ɾ,3
ɾ,a,1
n̩,u,1
a,b,1
u,ɾ̃,1
æ̃,e,2
z,ɛ,1
ɪ,f,3
ɔ,z,1
ɹ,u,5
ð,ʒ,1
ɑ,k,2
ʃ,a,1
ʊ,p,4
t,ʃ,3
k,ð,2
ɹ̩,ʊ,2
ɡ,j,1
ʔ,e,1
v,i,1
ɾ,e,3
e,k,1
ɛ̃,m,1
l,ʔ,4
b,j,1
s,ɡ,2
ð,ɹ,1
ɹ,ʒ,1
w,i,2
ʃ,b,1
z,a,2
z,ʔ,2
b,ɹ̩,1
h,ɾ̃,2
d,ɾ̃,4
õ,ɾ̃,2
j,n̩,1
f,j,1
ʒ,ɹ,1
v,ɾ̃,1
v,a,1
ɑ,θ,1
ʃ,m,2
ŋ,v,1
ŋ,s,1
i,d,1
w,ɡ,1
l̩,ɹ̩,1
n,θ,2
n̩,o,1
d,θ,3
z,ɾ,2
f,d,1
ŋ,o,1
m,θ,1
h,p,2
h,l̩,1
ŋ,d,3
o,v,2
z,θ,2
p,ɹ,1
ɡ,ð,2
u,b,1
ɑ,j,1
i,ɔ,1
s,h,2
õ,ɛ,1
k,m,3
ɪ,e,1
ɹ̩,u,3
u,ɡ,2
u,z,1
d,ŋ,2
i,ð,2
k,ɑ,1
z,e,1
z,v,3
b,z,2
ɹ̩,e,1
ɛ,ʔ,3
v,ɾ,2
j,s,2
t,ɑ,3
p,k,1
m̩,j,2
õ,ɪ,1
ʊ̃,ɾ,2
m̩,ɾ̃,1
h,o,1
m̩,ʊ,1
n̩,e,1
t,e,2
ð,o,1
ɾ̃,ɔ,1
ŋ,ɔ,1
æ̃,ɾ̃,1
z,i,1
a,θ,1
θ,ŋ,1
o,d,1
ɔ,h,1
h,s,2
v,æ,1
ĩ,e,1
e,w,1
i,ɡ,2
ɹ̩,z,2
i,ɑ,1
n̩,θ,1
ɔ,n̩,1
w,s,1
ɹ,æ,1
h,f,2
z,n̩,1
ẽ,ɛ,1
b,s,1
ʒ,s,1
ã,ɹ,1
m,t,2
ʌ̃,n,3
ʊ̃,ʌ,1
s,ŋ,2
m̩,d,1
ʒ,ð,1
w,k,1
m̩,k,1
ɡ,a,1
ʒ,p,1
v,u,1
e,ɑ,1
ĩ,a,1
θ,ʌ,1
ɔ,m,1
ʔ,l,1
æ,ɔ,1
ɑ,i,1
d,j,4
æ̃,ɪ,1
p,ʊ,5
u,t,2
d,ʒ,1
ʔ,b,2
z,ʊ,2
h,ʃ,1
ʔ,ʃ,1
l,h,4
ã,ʌ,1
ɪ̃,e,1
β,f,1
ʃ,ɾ,2
n̩,a,1
ʃ,ɔ,1
ʌ̃,i,1
m,ð,2
m̩,θ,1
e,ɔ,1
θ,l,1
ɛ,ʃ,1
ɡ,ɑ,1
ɾ,l̩,1
ɾ,ʃ,1
ɪ,p,2
ɹ,l̩,1
ɪ,ʒ,1
s,ɹ̩,2
ɑ,ʔ,1
ʌ̃,ɹ̩,1
a,ɾ,2
k,ɾ,1
h,d,1
n̩,b,1
v,ɑ,1
l,n̩,1
v,θ,1
e,h,3
h,ɹ̩,2
d,p,1
ɾ,ɹ,1
l,ŋ,1
t,u,1
f,l̩,1
e,d,1
e,n̩,1
i,æ,3
ɑ,v,1
ð,n̩,1
ɾ,m,1
s,ɔ,1
ɛ,ʒ,1
o,p,1
s,f,1
l̩,ɑ,1
ɹ̩,l,1
p,l,1
o,i,1
ɹ̩,θ,1
ɹ̩,æ,1
u,f,1
e,s,1
b,ɛ,1
z,p,1
l̩,n̩,1
ð,ɡ,1
ɔ,ɾ,1
e,θ,1
ʔ,ɾ̃,1
m,s,1
h,n,1
z,k,1
ɪ̃,ŋ,1
v,***,151
n,***,655
l,***,271
ɪ,***,943
ɾ,***,89
ɛ,***,273
f,***,48
h,***,229
t,***,660
b,***,58
ʌ,***,878
ð,***,162
ʊ,***,659
ŋ,***,69
a,***,116
j,***,143
s,***,273
m̩,***,293
o,***,111
ʃ,***,146
e,***,154
æ,***,83
ɑ,***,78
θ,***,38
i,***,155
p,***,44
d,***,389
ʔ,***,264
m,***,292
ɹ,***,614
n̩,***,113
ɔ,***,32
u,***,83
ʒ,***,92
ɾ̃,***,110
ɹ̩,***,59
w,***,111
z,***,108
k,***,91
ʌ̃,***,11
l̩,***,21
ɡ,***,29
ʊ̃,***,13
ɪ̃,***,11
E,***,1
ɛ̃,***,7
õ,***,5
ẽ,***,1
ã,***,1
A,***,1
U,***,1
H,***,1
æ̃,***,1
ĩ,***,3
β,***,1
***,j,137
***,t,511
***,ɡ,92
***,ʊ,544
***,ʌ,724
***,ɪ,1465
***,s,302
***,ɛ,313
***,n,659
***,ʃ,133
***,æ,148
***,h,158
***,o,122
***,e,164
***,d,344
***,ʒ,88
***,ɹ,376
***,a,183
***,n̩,138
***,ʔ,383
***,k,184
***,p,91
***,u,80
***,θ,87
***,l,354
***,ɾ,257
***,z,170
***,v,220
***,ð,359
***,ɾ̃,203
***,i,249
***,w,187
***,b,152
***,m,276
***,ɑ,97
***,ŋ,128
***,ɹ̩,168
***,f,87
***,l̩,46
***,ɔ,49
