symbol,total_deletions
ɪ,943
ʌ,878
t,660
ʊ,659
n,655
ɹ,614
d,389
m̩,293
m,292
s,273
ɛ,273
l,271
ʔ,264
h,229
ð,162
i,155
e,154
v,151
ʃ,146
j,143
a,116
n̩,113
o,111
w,111
ɾ̃,110
z,108
ʒ,92
k,91
ɾ,89
æ,83
u,83
ɑ,78
ŋ,69
ɹ̩,59
b,58
f,48
p,44
θ,38
ɔ,32
ɡ,29
l̩,21
ʊ̃,13
ʌ̃,11
ɪ̃,11
ɛ̃,7
õ,5
ĩ,3
E,1
ẽ,1
A,1
ã,1
U,1
H,1
æ̃,1
β,1
