reference,predicted,count
b,b,2772
ʃ,ʃ,1655
æ,æ,2558
ʊ̃,ʊ̃,0
O,O,0
f,f,2139
l,l,4901
ð,ð,3354
A,A,0
ʊ,ʊ,4361
ʔ,ʔ,1587
ɡ,ɡ,1751
n,n,7479
ɹ,ɹ,5277
ɑ̃,ɑ̃,0
ẽ,ẽ,0
ŋ,ŋ,1363
θ,θ,1186
E,E,0
ɛ̃,ɛ̃,0
ʌ,ʌ,9461
m̩,m̩,127
a,a,4427
o,o,2987
ɑ,ɑ,2034
I,I,0
z,z,3088
e,e,2622
k,k,5118
ɔ̃,ɔ̃,0
ɪ,ɪ,16362
ã,ã,0
v,v,1984
p,p,2430
U,U,0
u,u,1869
w,w,3695
l̩,l̩,532
ɹ̩,ɹ̩,2636
β,β,0
ʌ̃,ʌ̃,0
ʒ,ʒ,908
s,s,7193
d,d,4164
n̩,n̩,613
æ̃,æ̃,0
h,h,1849
ɛ,ɛ,4757
t,t,5593
õ,õ,0
H,H,0
ɾ̃,ɾ̃,1528
ũ,ũ,0
ɪ̃,ɪ̃,0
ɔ,ɔ,1423
ɾ,ɾ,2482
m,m,4449
j,j,3032
ĩ,ĩ,0
i,i,5688
ʌ,ɛ,516
ɾ̃,n,481
ɑ,ɔ,97
ɑ,ʌ,246
ʊ,ʌ,223
s,t,35
ɪ,ʌ,665
n,h,6
ɪ,i,412
e,i,65
ɪ,k,5
u,o,9
ɹ̩,h,1
m,i,6
a,h,4
ɪ,ɛ,604
ʊ,l,28
ɾ,a,3
n̩,ɪ,200
d,n,28
n,s,6
d,t,161
ɹ̩,e,2
ɹ,b,8
l,ɾ,11
p,ɹ̩,2
t,ʔ,412
ʌ,ʊ,105
k,d,4
o,k,1
ʊ,e,6
z,s,187
n,ʔ,81
ʌ,ð,35
a,e,30
ɹ,ɹ̩,115
j,ʒ,5
ʔ,t,191
ʌ,ɪ,1850
ʌ,o,188
θ,ð,205
m,ʊ,5
d,ɾ,325
ɔ,o,77
ɛ,ɪ,674
o,ɛ,44
n,d,61
ʌ,ʔ,14
ʌ,ɹ̩,388
f,v,84
n,ɾ̃,441
ɔ̃,ɑ,3
ɪ,n̩,41
ɛ,ʌ,424
ʌ,l̩,78
s,z,654
o,ʌ,356
ʌ,ɑ,178
n,ŋ,94
e,ɛ,72
ʌ,ɔ,30
ɹ̩,ɔ,10
w,ɪ,15
l̩,ʌ,85
a,ɑ,158
ɹ̩,ɪ,45
a,ɛ,77
ɪ,w,21
æ,ʊ,4
v,d,5
æ,i,12
m,w,10
ʌ,a,149
ɑ,l̩,1
æ,ɪ,62
ɛ,a,79
ɪ,ɹ̩,56
æ,ɛ,361
u,d,2
ʊ,ɔ,5
o,l,8
u,i,44
d,ð,91
ʊ,ɹ̩,40
l̩,l,48
h,ʌ,5
ɑ,æ,47
ʔ,p,22
i,ɹ,2
w,ɹ,12
ð,n,131
ʊ,l̩,12
æ,ʌ,62
l̩,o,4
o,ʔ,2
a,ʌ,191
ɪ,b,11
n,ð,100
i,ɪ,549
ɪ,ʊ,55
ɾ̃,ɾ,29
ɔ,ɛ,5
ʊ,ɪ,176
n̩,m,8
ʌ,s,16
z,ʒ,19
u,ɪ,213
n̩,ʌ,126
ɹ,l,7
l,k,2
ʊ,u,33
a,æ,38
s,ʃ,51
l,e,13
d,ɪ,33
o,u,9
ʌ,b,7
m̩,ʌ,73
ɑ,o,18
ʌ,z,16
s,n,9
ʌ,m,20
ɹ̩,n,6
ɛ,e,73
u,ʊ,7
o,ɔ,122
θ,z,5
ɪ,æ,31
ŋ,n,81
m̩,m,56
ɪ,u,65
t,θ,29
ɡ,k,51
d,b,10
ð,ɪ,29
t,d,188
ʊ,k,3
æ,ɑ,26
ɪ,ɑ,16
ʌ,u,77
ɔ,ɑ,94
d,ɛ,5
n,n̩,100
o,t,5
ʌ,æ,70
s,o,2
ɪ,v,9
a,w,4
ɾ,d,91
ɪ,n,32
h,ð,8
ɔ,ʌ,76
d,l,4
ɹ,ɾ,17
j,i,43
o,ɪ,24
e,a,14
ɛ,ɹ̩,62
ð,l,22
ʔ,n,28
ɑ,a,96
h,j,6
ɛ,i,16
ɪ,ɾ̃,19
ʌ,f,4
t,ɾ,182
æ,a,31
ɛ,æ,296
n̩,n,89
ʌ,ʒ,3
p,f,8
m,e,2
ɹ,ɪ,24
ɡ,s,1
n,ɛ,18
b,p,31
ɑ,ɹ,2
ʔ,ɾ,50
n̩,ɛ,78
i,j,29
ɾ̃,n̩,3
ʌ,h,16
v,f,51
θ,ʊ,1
æ,ð,10
ɡ,ʔ,3
ɹ̩,ʌ,62
h,m,4
m̩,ɛ,8
ʌ̃,ɪ,11
l,t,3
ð,θ,92
ʌ,n,36
ɹ,z,10
ɪ,ɾ,32
j,p,2
ɛ,ɹ,6
t,p,21
t,ɪ,39
ɹ̩,ɛ,95
n,ɪ,46
p,b,19
a,ɔ,8
k,ɡ,53
n,b,5
ʒ,ʃ,12
n,ɾ,31
ʔ,n̩,5
h,a,5
n,m,105
e,ð,4
p,v,3
w,b,11
θ,t,13
d,z,12
ð,ɛ,25
ð,ɾ,7
ʔ,ð,4
ɪ,h,11
n,ʌ,42
ɾ,t,5
ʌ,n̩,29
n,z,4
ð,v,5
w,u,4
ɹ,ɔ,2
ɪ,t,16
ʌ,m̩,32
s,ð,40
s,ɪ,26
ʌ,e,21
j,h,11
ʔ,d,40
t,h,6
j,ɪ,42
k,ɛ,3
f,p,21
ʊ,v,7
v,n,1
a,j,4
j,n,10
ɾ,ʌ,6
ɾ̃,ɑ,1
ɹ,ɡ,2
ʒ,ɹ̩,2
o,ɑ,11
ɪ,l̩,8
ʔ,ŋ,2
ɑ,ɛ,16
z,ɹ,2
l,m,7
k,p,3
ʒ,z,26
ʌ,ɡ,6
õ,o,99
ʊ̃,ʊ,119
o,l̩,6
ɹ̩,ɹ,90
z,n,6
æ̃,æ,51
