reference,predicted,count
t,l,2
ɹ,ɑ,4
æ,ɑ,26
z,ɪ,16
t,s,16
i,ʒ,1
ʃ,ʒ,43
ɪ,ʒ,1
ɑ,n,4
d,ʊ,5
t,ʌ,25
ɛ,ʔ,7
ɹ,ʌ,17
v,h,2
v,ʌ,5
z,æ,4
s,l,3
v,æ,2
ɾ̃,m,17
b,ð,9
b,ʊ,1
w,ɾ̃,1
u,ð,2
ʔ,k,7
ʔ,æ,1
t,ɹ̩,6
ð,ʌ,22
ɾ̃,ŋ,2
b,w,8
l,n,4
ɪ,ɡ,8
n̩,l,2
õ,ʌ,5
ʊ̃,ʌ,1
õ,n,1
ʊ̃,o,7
ð,j,3
ɾ̃,ʌ,9
ɔ̃,ɔ,9
w,d,1
ŋ,ɪ,4
o,ɹ̩,6
s,t,38
ɾ,l,2
l̩,ʔ,1
i,θ,2
ʌ̃,ɪ,8
s,m,4
ʊ̃,ð,1
ɾ,h,1
æ̃,i,2
m̩,n,2
ʌ,k,8
ʌ,ɹ,14
ũ,u,1
ɹ,t,6
θ,z,3
o,e,1
i,ɾ,4
n,l,9
s,ʃ,38
s,θ,17
θ,k,3
v,ʔ,3
m,ɾ̃,2
ɾ,ɹ̩,2
ẽ,e,7
l,a,7
p,w,2
h,ɾ,1
ʒ,ʃ,15
ʃ,e,1
ɪ,b,5
ɔ,j,1
ʌ̃,n,3
e,p,1
ð,b,5
ŋ,ʊ,16
t,v,3
h,o,1
t,m,4
s,a,4
f,ɪ,2
ã,m,1
ɪ̃,ʌ,4
f,k,1
n,ɔ,3
ʃ,t,6
ɪ̃,m,2
ʌ̃,t,2
ɪ,m,13
ʌ,n̩,21
ʌ,j,13
t,ɛ,10
k,m,2
u,l,2
m̩,t,2
ʒ,o,1
t,w,5
n̩,o,1
w,m,3
o,m,2
ʊ,ɔ,2
ʊ,h,6
j,b,4
ʌ̃,ʊ,1
ɪ,j,17
ʃ,ɑ,3
ɑ̃,ɹ,1
ʃ,l,2
j,ɑ,2
ð,a,2
ʃ,ɹ,3
ɛ̃,n̩,1
ʌ̃,w,1
v,w,10
ɾ̃,ʊ,1
f,ʊ,3
b,ɪ,4
ɛ̃,e,2
d,ɔ,2
ʃ,n̩,1
ʃ,i,1
ɹ̩,ɾ,3
ɪ̃,i,5
ʌ,s,17
o,s,1
ɛ,u,6
s,ʊ,3
t,ʒ,6
ʊ,t,5
d,ɑ,5
ʌ,v,13
s,ɾ,2
h,k,1
o,ɾ,7
ʌ̃,n̩,4
b,d,8
ʃ,ɪ,8
n̩,ɾ,1
b,i,1
w,ɹ,6
b,ɡ,2
ʌ̃,ɾ,4
j,v,3
ʒ,ɾ,2
v,t,6
ɛ,v,11
ɪ̃,ɾ̃,4
ʃ,u,1
ʒ,u,2
n̩,ʒ,2
ɑ̃,ɔ,1
t,h,2
θ,d,3
s,i,5
ʃ,ʌ,2
u,l̩,6
u,n,1
l,t,6
j,n,10
ɹ,ɛ,7
m,ɾ,1
e,ɾ,3
ʊ,ɡ,2
j,o,4
i,h,4
o,l,4
i,ʔ,2
ɹ,p,3
o,ŋ,2
l,z,2
s,ʒ,1
ɛ,s,4
t,n̩,5
n̩,j,3
ɾ̃,i,2
æ,h,3
n̩,s,1
j,t,1
u,ɡ,2
ɪ,z,15
ʊ,z,4
n,a,5
ʊ,f,2
ɾ,ʃ,1
ɔ,u,1
ʊ,ɛ,12
ð,l,6
s,j,2
θ,p,1
ɔ,e,2
h,ɡ,2
ʊ,ɹ,8
j,p,2
s,k,1
ʔ,s,2
ʊ,ŋ,1
t,p,9
ɹ,i,4
ɡ,ɛ,3
o,b,1
a,d,5
ʊ,ʒ,3
a,ð,6
w,n,1
ɛ̃,j,1
ʊ,ɾ̃,6
õ,ɾ,5
z,l,1
ʃ,l̩,1
ɔ,æ,3
h,f,1
t,f,6
i,b,4
ɡ,ɪ,4
ð,d,17
m,s,2
ɛ̃,a,1
O,m,1
n,ɑ,8
m,ɛ,4
æ,ʔ,3
n̩,v,3
w,f,4
ʃ,j,2
ɛ̃,o,2
f,n,2
h,z,1
d,ɡ,2
j,w,7
v,p,9
v,ð,7
n,ʃ,1
ʒ,t,2
θ,n̩,3
ɹ̩,l̩,2
ɹ,j,4
v,d,2
ɔ,ð,3
v,m,10
j,ʌ,4
ɑ,m,2
a,ɾ,4
z,m,3
u,t,2
m,a,1
ʒ,ɪ,13
b,ʌ,3
ɹ,ʒ,1
w,ð,5
m,ʔ,7
o,f,1
m,h,2
l,æ,2
ɾ̃,ɡ,1
ʒ,b,1
t,ʊ,10
n̩,ʔ,6
ɑ,u,1
d,b,7
ɛ,ɹ,8
ɛ,z,3
ɔ,w,5
ʃ,ʊ,2
j,ɔ,1
v,ɪ,7
l̩,n,4
t,ɹ,5
ʒ,d,5
e,ʌ,21
d,w,2
ɪ̃,n,3
ɾ̃,ð,4
ɾ̃,l,2
l,d,2
b,ɛ,2
ĩ,a,1
ʔ,e,1
a,ɹ,5
a,s,2
ɡ,w,2
d,k,6
ŋ,ʌ,4
p,t,6
p,m,3
a,l̩,1
n̩,z,3
ʃ,ð,2
s,p,3
k,n,4
d,ʃ,6
f,b,4
n,e,3
k,v,1
ɹ̩,n̩,2
u,ɔ,1
ɡ,ʌ,6
ɛ,ɑ,14
ŋ,ð,3
ɛ,k,4
i,w,2
m,ʌ,10
ɔ,t,1
n,u,3
ʔ,v,1
m,ŋ,8
ɡ,b,1
ɹ̩,v,6
o,t,3
b,t,3
a,t,2
b,j,2
ɹ,ʊ,2
ɔ̃,o,3
ɪ̃,ʊ,4
k,t,6
t,b,1
e,ɹ,3
n̩,d,3
ʔ,ɪ,3
j,ɛ,12
ʊ,n̩,3
m,ɑ,2
ʊ,e,2
n̩,ɹ̩,1
θ,ʒ,1
u,ɛ,5
i,ŋ,5
e,l,6
ð,w,2
w,ɛ,1
e,ɾ̃,1
ʌ̃,u,1
ɔ,i,1
e,ɹ̩,3
ʔ,ð,3
ɹ̩,o,4
ɪ,s,9
i,t,4
ʒ,i,3
æ̃,ɛ,5
f,t,3
ɾ,w,2
ɾ̃,d,1
ʔ,ʒ,1
f,ð,4
j,ɹ,1
u,s,1
æ,j,2
n̩,ʊ,3
ð,f,3
z,n,4
æ̃,e,2
ɛ,ʃ,3
m̩,ʃ,1
h,i,1
ɛ̃,ɾ̃,1
ã,n,1
ɪ̃,a,1
v,ɡ,2
n̩,h,2
θ,s,9
ẽ,ɪ,1
ɪ̃,ŋ,2
t,a,3
n̩,ð,5
ɑ,ʔ,3
æ,n,8
ʒ,w,1
w,ɑ,1
ʊ,p,3
m̩,f,2
ɑ,ɾ,3
t,j,1
õ,u,2
θ,n,3
t,ɑ,2
a,b,1
m,j,4
n,ɹ,4
m,m̩,6
ʒ,m,1
o,ɾ̃,4
ð,p,3
i,ʌ,16
j,l,1
o,ʔ,1
h,ɑ,1
m,n̩,1
w,j,3
æ̃,ʌ,2
ɪ,p,1
ĩ,ɾ̃,1
ʔ,a,4
ɛ,ŋ,1
z,ʌ,2
v,l,2
w,ɾ,2
l̩,u,1
j,θ,1
l,ɹ,3
ʔ,m,7
j,k,2
ŋ,n̩,2
æ,θ,1
s,v,1
a,ɪ,2
i,ʃ,2
θ,f,1
ɾ,n̩,1
ŋ,ɡ,6
k,a,3
a,ŋ,1
z,ʒ,2
ð,m,3
e,v,4
p,ʔ,7
o,w,4
ɛ,b,4
m,ɹ̩,1
z,v,2
ɛ,ɡ,4
t,ʃ,7
e,ʊ,2
u,ɾ̃,1
ð,ɹ,1
θ,ʌ,2
d,m,3
ɪ,k,4
ɔ,ɾ̃,1
ʊ,i,3
ɡ,ɑ,1
z,ɾ̃,2
u,ŋ,1
n̩,b,2
t,ɾ̃,2
ʒ,æ,1
b,ɾ,1
o,j,2
m̩,v,2
ɹ̩,i,6
b,f,5
i,s,3
i,ɡ,3
ð,z,3
ɛ̃,n,3
ɛ,θ,1
ĩ,n,1
a,ʊ,5
ʔ,o,3
m,ð,6
e,ð,4
h,v,2
e,k,2
d,ɹ̩,4
ʔ,ɛ,2
ɛ̃,ð,1
ɹ,ð,6
ɹ̩,f,1
s,ɛ,7
s,ɹ̩,3
v,ɹ̩,1
ɡ,ʊ,1
õ,m,1
ʊ̃,ɑ,1
l,k,1
ẽ,p,1
ɪ̃,ɹ,2
ð,u,1
ŋ,i,2
l̩,ɾ,5
ʃ,h,1
i,o,1
w,ʊ,4
i,z,2
t,æ,3
ɪ,ʃ,3
d,e,1
ɹ,e,2
ẽ,æ,2
a,ʔ,2
ɹ̩,t,3
ŋ,a,1
l̩,b,1
m̩,ʒ,1
k,w,1
ɾ̃,z,2
b,k,2
ɾ,v,1
ʔ,θ,2
i,n̩,1
ɾ̃,j,1
ɹ,d,6
ɑ,s,3
ɛ̃,æ,1
o,k,1
ɪ,m̩,2
j,a,2
ʌ̃,o,5
e,ɪ,1
j,ʊ,3
j,ð,5
ɾ̃,ɔ,1
s,b,2
ɾ̃,ɹ,2
d,n̩,4
ɛ,p,1
i,ɹ̩,4
ɪ,ɔ,2
e,ʔ,1
k,p,1
ɛ,w,5
ð,ʔ,2
w,ɹ̩,3
v,z,1
i,a,3
i,ɑ,3
ʒ,l,1
ʊ,j,2
l,ɔ,4
k,θ,2
ɛ,m̩,1
p,ʊ,4
m̩,ʔ,2
l̩,a,1
ɡ,e,1
ɔ,m,1
h,e,1
n̩,p,1
æ,ɾ̃,3
ɹ,u,4
j,z,4
v,s,1
ɹ̩,ʔ,2
ɹ,ʔ,4
ð,k,1
w,k,1
ð,ɔ,1
æ,l,2
m̩,o,1
k,j,3
ɾ̃,ʔ,2
f,ɑ,1
ɔ,l,2
ɑ,θ,1
f,ʒ,1
ɡ,s,1
h,a,3
f,l,2
p,d,1
b,ɹ,1
p,a,1
ɹ̩,a,1
d,o,2
o,ð,5
ɹ,a,3
z,ɹ,1
j,ʔ,3
l,e,2
ʃ,ɾ,1
ɹ̩,ɾ̃,1
u,m,1
j,ɹ̩,4
z,a,1
k,o,1
n,b,2
æ,u,2
f,ʌ,3
æ,b,1
k,ʌ,3
ɔ,ɡ,1
ʌ,ŋ,3
p,n,1
ɾ̃,o,2
e,j,3
ʒ,ʌ,3
j,æ,6
ɡ,m,1
t,o,2
s,n,5
e,d,1
ŋ,l,1
o,ʃ,1
a,k,4
ɾ,ʊ,3
h,m,1
v,e,1
ɹ,o,1
ɹ̩,j,1
ɔ,l̩,1
l,ɑ,2
ɑ,ʃ,1
o,ɹ,3
e,s,1
e,æ,16
v,ʊ,3
k,b,1
l,ɡ,1
d,ɹ,1
k,æ,1
d,j,4
s,e,2
z,f,2
ɔ,z,1
ʃ,k,1
j,s,4
ʊ,ɑ,5
n,o,4
ɹ̩,ʊ,2
ʌ,ʃ,4
ʃ,ɹ̩,1
j,ɾ̃,3
d,i,1
ɛ̃,m,1
l,p,2
ɪ,e,2
k,n̩,1
s,f,3
ɑ,k,2
s,w,1
t,l̩,1
w,ʒ,1
ʃ,b,1
ʒ,j,1
w,n̩,1
n,s,3
d,ɾ̃,4
õ,ɾ̃,2
j,n̩,1
f,j,2
ʒ,ɹ,1
ɾ̃,ɑ,1
ʃ,n,2
ʃ,m,2
ŋ,u,1
ŋ,s,1
ŋ,d,3
p,æ,1
e,m,3
õ,ʊ,4
ʊ̃,n,4
n,θ,2
n̩,ɑ,2
ɾ̃,e,1
e,ɡ,1
w,i,1
z,ʔ,1
t,e,1
l,o,2
z,ɾ,2
ɡ,i,1
f,d,1
m,θ,1
h,p,2
h,w,2
f,s,3
ɹ,f,2
k,e,1
e,θ,3
z,θ,2
ɡ,ð,2
m,d,2
e,h,2
e,b,1
u,v,1
æ,m,1
ɑ,j,1
v,ɔ,1
õ,ɛ,1
ɑ,ɾ̃,2
ɾ̃,ɛ,3
v,i,2
i,l,2
d,ŋ,1
m̩,w,2
ʒ,s,3
i,ð,2
k,ɑ,2
z,e,1
ʒ,ð,1
n,k,4
l,m,6
ɹ,s,1
ɹ̩,e,1
v,ɾ,1
ɪ̃,ʔ,1
A,i,1
U,f,1
ɡ,f,1
H,ʌ,1
p,k,1
m̩,p,2
æ,t,1
m̩,j,1
o,æ,7
n̩,e,1
ð,o,1
ŋ,ɔ,1
æ̃,ɾ̃,1
f,ʃ,5
ð,e,2
a,θ,1
θ,ŋ,1
æ,v,2
ɔ,h,1
w,p,1
ɹ̩,ʃ,1
l̩,w,1
ʃ,ɛ,1
w,s,2
a,ɾ̃,1
θ,v,2
h,ɾ̃,1
p,ɪ,1
h,ʔ,1
a,ɹ̩,1
ẽ,ɛ,1
b,s,2
ɹ̩,u,1
s,ɑ,1
ɪ̃,ɛ,1
ã,ɹ,1
ʊ̃,a,1
s,ŋ,2
ɡ,a,1
ʒ,p,1
k,ʊ,1
ã,ʊ,1
e,n,4
v,ɑ,1
ɑ,i,1
s,ɡ,3
æ̃,ɪ,1
l,w,2
ɑ,f,1
ʒ,ɛ,1
a,w,1
ʔ,ʃ,1
l̩,ɔ,1
l,h,2
w,z,1
f,ɹ̩,1
l̩,h,1
æ,d,1
ŋ,ɑ,1
ã,ʌ,1
ʊ̃,ɾ̃,2
u,ɾ,1
ʃ,o,2
ʊ̃,ʔ,1
k,l,2
ʃ,ɔ,1
ŋ,b,1
v,a,1
f,w,1
ʌ̃,i,1
ʔ,z,2
ɪ,f,2
u,ʒ,1
f,æ,1
m̩,ð,3
d,θ,3
ʌ̃,ɑ,2
ɾ,e,2
ɾ,o,1
k,ɾ,1
b,z,1
ɾ,ɹ,1
ɹ,l̩,1
ɹ,n̩,1
ã,ɑ,1
z,ɛ,1
ð,n̩,2
h,d,1
æ,ɡ,1
v,θ,1
ɛ,ɔ,1
p,ɛ,1
h,ɹ̩,2
ĩ,æ,1
l̩,ɑ,1
l,ŋ,1
t,u,1
l,ɹ̩,1
ʔ,ɡ,2
ʊ,k,2
ɾ,ɑ,1
ɡ,v,1
e,n̩,1
i,æ,4
i,v,1
θ,æ,1
ʌ̃,d,1
ɾ,f,1
l,n̩,1
u,ʃ,1
ɾ,m,1
s,ɔ,1
i,d,1
o,p,1
ʃ,f,1
m,æ,1
i,f,1
ɹ̩,l,1
p,l,1
o,i,1
ɪ̃,n̩,1
θ,ɛ,2
l̩,n̩,1
b,l,1
m̩,s,1
ʔ,ɾ̃,1
o,v,1
z,k,1
ɪ̃,θ,1
ɪ,***,1127
n,***,472
b,***,53
ɾ,***,75
f,***,42
ʔ,***,223
h,***,204
ʌ,***,821
ʊ,***,561
a,***,127
l,***,237
j,***,116
ɛ,***,243
o,***,98
s,***,244
ɹ,***,573
ʒ,***,89
æ,***,93
ɑ,***,57
m,***,243
ŋ,***,62
m̩,***,129
t,***,540
i,***,147
l̩,***,23
d,***,334
n̩,***,116
ʃ,***,105
ɾ̃,***,90
ɔ,***,30
θ,***,32
e,***,142
v,***,114
ɡ,***,28
ð,***,129
p,***,31
u,***,82
w,***,97
k,***,81
z,***,91
ɹ̩,***,65
ʊ̃,***,11
ʌ̃,***,10
ɪ̃,***,8
I,***,1
E,***,1
ɛ̃,***,8
õ,***,4
ẽ,***,1
ã,***,1
æ̃,***,2
β,***,2
ĩ,***,1
***,ɹ̩,148
***,j,152
***,t,649
***,p,108
***,u,87
***,ɪ,1269
***,w,218
***,l,408
***,ʊ,516
***,ʃ,171
***,ɹ,404
***,ʌ,797
***,i,225
***,h,154
***,o,121
***,e,125
***,d,482
***,ʒ,102
***,s,318
***,n̩,111
***,ð,411
***,n,858
***,ʔ,468
***,k,211
***,a,155
***,v,294
***,ɾ̃,181
***,ɾ,274
***,ɑ,110
***,b,155
***,m̩,12
***,z,201
***,m,307
***,ŋ,120
***,ɛ,351
***,æ,132
***,f,106
***,ɡ,94
***,θ,102
***,l̩,36
***,ɔ,56
