original,substitution,total_substitutions
ʌ,ɪ,1850
ɛ,ɪ,674
ɪ,ʌ,665
s,z,654
ɪ,ɛ,604
i,ɪ,549
ʌ,ɛ,516
ɾ̃,n,481
n,ɾ̃,441
ɛ,ʌ,424
t,ʔ,412
ɪ,i,412
ʌ,ɹ̩,388
æ,ɛ,361
o,ʌ,356
d,ɾ,325
ɛ,æ,296
ɑ,ʌ,246
ʊ,ʌ,223
u,ɪ,213
θ,ð,205
n̩,ɪ,200
ʔ,t,191
a,ʌ,191
t,d,188
ʌ,o,188
z,s,187
t,ɾ,182
ʌ,ɑ,178
ʊ,ɪ,176
d,t,161
a,ɑ,158
ʌ,a,149
ð,n,131
n̩,ʌ,126
o,ɔ,122
ʊ̃,ʊ,119
ɹ,ɹ̩,115
n,m,105
ʌ,ʊ,105
n,ð,100
n,n̩,100
õ,o,99
ɑ,ɔ,97
ɑ,a,96
ɹ̩,ɛ,95
ɔ,ɑ,94
n,ŋ,94
ð,θ,92
d,ð,91
ɾ,d,91
ɹ̩,ɹ,90
n̩,n,89
l̩,ʌ,85
f,v,84
ŋ,n,81
n,ʔ,81
ɪ̃,ɪ,79
ɛ,a,79
n̩,ɛ,78
ʌ,l̩,78
ɔ,o,77
ʌ,u,77
a,ɛ,77
ɔ,ʌ,76
ɛ,e,73
m̩,ʌ,73
e,ɛ,72
ʌ,æ,70
ɪ,u,65
e,i,65
ɹ̩,ʌ,62
ɛ,ɹ̩,62
æ,ɪ,62
æ,ʌ,62
n,d,61
ɪ,ɹ̩,56
m̩,m,56
ɪ,ʊ,55
ʃ,s,55
t,ð,55
i,e,54
k,ɡ,53
s,ʃ,51
v,b,51
æ̃,æ,51
v,f,51
ɡ,k,51
ʔ,ɾ,50
l̩,l,48
ɑ,æ,47
ʃ,ʒ,46
ɔ,ɹ̩,46
n,ɪ,46
ɹ̩,ɪ,45
m,n,44
o,ɛ,44
u,i,44
j,i,43
j,ɪ,42
n,ʌ,42
ɪ,n̩,41
ʔ,d,40
ʊ,ɹ̩,40
ʌ,i,40
s,ð,40
t,ɪ,39
ɪ,ð,38
a,æ,38
ʌ,n,36
ʌ,ð,35
s,t,35
t,n,35
z,ð,34
d,ɪ,33
u,ʌ,33
ɾ,ð,33
ʊ,u,33
ʌ,m̩,32
ɪ,ɾ,32
