original,substitution,total_substitutions
ð,ɪ,20
ɾ,ɾ̃,20
s,ʌ,20
ɛ,ð,20
ð,ɛ,20
ʃ,d,20
l,ð,20
i,ʌ,19
ɹ,ʌ,19
ʊ,ɛ,19
ʌ,z,19
ɛ,o,19
ʔ,p,18
m,p,18
z,ʒ,18
ɑ,o,18
ɑ̃,ɑ,18
e,ʌ,18
ʌ,l,17
w,ʌ,17
ʌ,e,17
l,ʌ,17
d,ʌ,17
ɾ,ʔ,17
æ,e,17
n,t,17
ɪ,ɾ̃,17
ĩ,i,17
ʊ,ð,17
l,l̩,17
z,ɪ,17
ʌ,ɾ,16
t,p,16
ɪ,ɹ,16
m,b,16
ɪ,w,16
s,θ,16
e,æ,16
ɪ,j,15
ɪ,ɑ,15
l,ʊ,15
t,k,15
ɛ,ɑ,15
f,p,15
j,ɡ,15
ɑ,ɛ,15
ɾ̃,m,15
t,z,15
i,j,15
j,n,15
w,l,15
d,z,14
ʒ,ʃ,14
p,b,14
w,b,14
ʔ,k,14
ʌ,ɾ̃,14
ɹ,ɾ,14
ɪ,d,14
m,v,14
ʌ,s,14
d,s,13
ɛ,n,13
ŋ,ɾ̃,13
d,ʔ,13
ʌ,v,13
n̩,m,13
n,ʊ,13
ɪ,v,13
ʊ,l̩,13
ɪ,l,13
ɹ,v,13
o,æ,13
β,p,13
ɑ,ɪ,12
ɛ,h,12
ʊ,s,12
t,ɛ,12
u,ʊ,12
m,ɪ,12
ɾ̃,ɪ,12
h,ɛ,12
ʃ,z,12
o,ɑ,11
ɪ,z,11
a,ð,11
ʌ,h,11
ɪ,t,11
j,ɛ,11
l,ɾ,11
ð,t,11
ɔ̃,ɔ,11
ɪ,s,11
ɔ,w,11
θ,t,11
z,t,11
o,a,11
θ,s,11
ʌ,m,11
ɪ,m,11
e,a,11
m,w,10
s,d,10
ʌ,ɹ,10
ʊ,m,10
ɾ,ɪ,10
ɹ,w,10
ɔ,ɪ,10
ʊ,ɹ,10
ɹ̩,ɑ,10
w,m,10
n̩,ɾ̃,10
p,f,10
k,ɪ,10
a,o,10
ɪ,ʔ,10
l,ɪ,10
o,w,10
b,w,10
ɛ̃,ɪ,10
m,ɛ,10
ɪ,b,10
ɾ,n,9
ɛ̃,ʌ,9
ɾ̃,ʌ,9
m,i,9
v,ʌ,9
ŋ,ʊ,9
ʊ,n,9
z,n,9
v,ɪ,9
b,ð,9
ʒ,ɪ,9
u,ɛ,9
ɛ,ɾ,9
m̩,b,9
ɹ,z,9
ɹ,ɛ,9
ʔ,ɪ,9
ɛ,ɹ,9
z,d,9
ʊ,ɾ̃,9
t,ʊ,9
ŋ,m,9
æ,i,9
ð,l,9
ʌ̃,ɪ,9
d,v,9
ẽ,e,8
ʌ,k,8
m̩,ɪ,8
ʌ,ʔ,8
ʌ,j,8
ɛ,v,8
m,ʌ,8
ʊ,v,8
ð,d,8
æ,ð,8
w,ɪ,8
v,m,8
ɪ,o,8
v,w,8
o,l̩,8
l̩,ɪ,8
ɪ,l̩,8
ð,b,8
j,ð,8
o,u,8
o,ɾ̃,8
w,ɹ,8
ð,v,8
ɪ,h,8
n,s,8
n,j,8
d,ʊ,7
m,l,7
ʃ,t,7
ɹ,ð,7
h,ʌ,7
j,h,7
j,s,7
u,ɹ̩,7
ɛ,l,7
w,v,7
v,ð,7
v,p,7
j,ʌ,7
ɛ,j,7
ɛ,ʊ,7
t,ʒ,7
z,ʃ,7
æ̃,ɛ,7
ʊ,e,7
d,ɛ,7
ʔ,ʌ,7
j,u,7
w,ʊ,7
ɾ,ʌ,7
n̩,t,7
ð,æ,7
a,ɹ,7
t,ɹ̩,7
k,l,7
ɹ,ʃ,7
ɛ,ɾ̃,7
m,ð,7
ɑ̃,ʌ,7
u,j,7
æ,h,7
m,ŋ,7
d,ɑ,7
ʃ,ɪ,7
ɹ,l,7
d,b,7
ɹ̩,i,7
j,d,7
ʊ,ɾ,7
d,j,6
s,n,6
ɹ̩,t,6
l,s,6
a,j,6
ʊ,n̩,6
ʊ,d,6
b,d,6
ʔ,ʊ,6
p,ʔ,6
ʔ,ð,6
ŋ,ɪ,6
ɾ,t,6
t,æ,6
n,w,6
ɹ̩,ð,6
ʃ,ɹ̩,6
o,ð,6
t,w,6
j,w,6
ɔ,ʊ,6
l,e,6
æ,n,6
ʌ,b,6
f,θ,6
t,f,6
h,j,6
ɔ,æ,6
a,ɔ,6
ɪ,θ,6
l,w,6
ŋ,ʌ,6
k,ʔ,6
j,ʃ,6
æ,ɾ̃,6
o,ɾ,6
o,ɹ̩,6
ʌ,ɡ,6
i,n,6
d,ɡ,6
h,ð,6
b,ʔ,6
h,ɪ,6
s,ʔ,6
ʊ,ʔ,6
ʊ,i,6
ɹ,e,6
n,l,6
l̩,ʊ,5
n,h,5
l,a,5
s,m,5
d,ɹ̩,5
ɛ,w,5
ɹ̩,ɔ,5
ɾ̃,ŋ,5
ɹ,b,5
a,ʊ,5
ŋ,n̩,5
n,z,5
s,ɹ,5
ŋ,d,5
j,m,5
ʌ̃,n̩,5
ʊ̃,o,5
u,o,5
ʃ,ɹ,5
i,ɾ,5
o,n,5
n̩,i,5
ʌ,ŋ,5
ĩ,ɪ,5
n,æ,5
m,m̩,5
ʌ̃,o,5
s,ɛ,5
v,t,5
ɹ,ʔ,5
h,a,5
ɔ,ð,5
n,ɑ,5
m,a,5
w,ð,5
n̩,s,5
ɛ,ɡ,5
o,l,5
n̩,ɹ̩,5
i,ɹ̩,5
ɹ̩,n,5
l,b,5
ɛ,t,5
ʌ,p,5
ʊ,æ,5
n,a,5
ɾ,ʊ,5
ɹ̩,u,5
n,i,5
ɹ̩,ʊ,5
ɛ,d,5
t,ɹ,5
ɾ̃,ɛ,5
ɹ,k,5
a,n,5
ɪ,k,5
m̩,p,5
d,ɾ̃,5
m̩,ɛ,5
f,s,5
i,æ,5
t,ɡ,4
æ,t,4
ð,ɾ,4
e,ð,4
p,v,4
ʊ,b,4
j,ɾ̃,4
õ,ɾ,4
ð,m,4
a,v,4
ɪ̃,ʌ,4
m,j,4
f,ð,4
ʊ,ɑ,4
v,ʊ,4
d,k,4
ɛ̃,n̩,4
h,m,4
l,n,4
n̩,ð,4
l,v,4
ɪ,ɡ,4
v,ʔ,4
ɪ̃,m,4
m̩,n,4
u,w,4
f,ʌ,4
j,ʊ,4
t,ɑ,4
b,ɪ,4
w,ɔ,4
ɛ,b,4
j,l,4
ɾ̃,h,4
õ,ʌ,4
θ,z,4
ɹ,t,4
d,l,4
d,ʃ,4
p,ʊ,4
n,v,4
i,ɹ,4
j,z,4
ɾ,z,4
ɑ,w,4
ʊ,a,4
ɑ,n,4
ʒ,d,4
t,v,4
ɹ,n,4
n,k,4
ɾ̃,o,4
l,ɾ̃,4
w,h,4
æ̃,e,4
i,ʊ,4
m̩,ɑ,4
j,æ,4
w,æ,4
l̩,u,4
ð,n̩,4
ɹ,o,4
h,b,4
d,n̩,4
k,ʌ,4
ɪ,ŋ,4
ŋ,ɡ,4
n̩,j,4
ɡ,ʌ,4
æ,ɾ,4
ʌ,ʒ,4
ɑ,ʊ,4
ʊ,ɡ,4
æ,ʊ,4
ʌ̃,ɛ,4
e,ɹ̩,4
ð,s,4
l,m,4
t,ʃ,4
l,o,4
ʒ,t,4
ɪ̃,i,4
ɔ,l,4
a,i,4
d,θ,4
ʒ,j,3
ʊ,j,3
z,ɛ,3
p,t,3
ɑ,ɾ,3
θ,ɪ,3
m,ɑ,3
ʊ,h,3
ɡ,ʔ,3
a,m,3
ʊ,t,3
ʊ,p,3
ɡ,ŋ,3
k,ɛ,3
f,ɪ,3
f,k,3
j,b,3
l̩,ɛ,3
k,m,3
θ,k,3
f,ɛ,3
ɔ,ɛ,3
ɹ̩,w,3
ɹ̩,ɾ̃,3
l,i,3
ɹ,ɾ̃,3
ɾ̃,l,3
i,ɾ̃,3
ɹ,ɡ,3
m̩,t,3
t,n̩,3
s,l,3
ɹ̩,e,3
ẽ,æ,3
ʔ,n̩,3
u,v,3
w,s,3
ɪ̃,ɛ,3
j,ɹ,3
a,t,3
n̩,l,3
ɑ,l,3
i,p,3
u,ɾ̃,3
i,ɡ,3
v,ɹ,3
d,e,3
s,ɾ,3
ɹ,p,3
i,h,3
ð,a,3
j,a,3
m̩,u,3
ɾ,w,3
æ̃,ɪ,3
o,t,3
k,n,3
l,t,3
ʌ,ʃ,3
t,l,3
ʊ,z,3
v,ɛ,3
a,l,3
k,d,3
n,ɡ,3
z,ʌ,3
ɪ,f,3
s,ʊ,3
ʔ,i,3
ɔ,a,3
ʔ,m,3
h,ɑ,3
ɑ,b,3
ʊ,k,3
m,ʔ,3
ʌ,f,3
ɾ̃,ð,3
i,o,3
ɹ̩,ʔ,3
o,ɹ,3
ɾ̃,i,3
a,ɾ̃,3
e,ɾ,3
n̩,æ,3
u,t,3
n,ɹ,3
e,o,3
i,a,3
w,u,3
n̩,z,3
t,o,3
p,m,3
ʌ,θ,3
ʃ,k,3
ð,ɑ,3
ɹ,ʊ,3
b,ɛ,3
ʃ,j,3
z,m,3
b,s,3
e,v,3
ð,o,3
o,h,3
ɹ,j,3
ɹ̩,v,3
e,l,3
ʔ,l,3
ɹ̩,o,3
ɔ,l̩,3
j,ʔ,3
a,ɹ̩,3
v,i,3
ɹ,a,3
z,i,3
ɾ̃,ɹ,3
u,ɡ,3
ɑ,ð,3
f,ʃ,3
z,θ,3
l,ɛ,3
ɑ,h,2
u,ð,2
i,ʒ,2
w,n̩,2
ʔ,j,2
h,t,2
t,a,2
e,θ,2
n̩,ʔ,2
ɑ,k,2
h,p,2
æ,ɡ,2
i,v,2
ɪ,ʒ,2
ŋ,k,2
ɪ̃,n̩,2
l̩,n̩,2
ɹ,ɑ,2
õ,ʊ,2
ʔ,s,2
o,j,2
m,ɹ,2
ɹ,s,2
ð,z,2
ɛ̃,n,2
ð,i,2
ɛ,k,2
p,ɹ̩,2
ɾ,ɛ,2
ɾ,k,2
a,h,2
l,ŋ,2
ɹ,ɔ,2
l̩,ɾ,2
ʌ̃,ɑ,2
ɾ,e,2
h,s,2
ʃ,o,2
m̩,w,2
e,h,2
n̩,ŋ,2
b,ʊ,2
ɛ,ʔ,2
ɪ,ɔ,2
n,b,2
i,d,2
ɛ,m̩,2
a,w,2
ɛ,z,2
d,w,2
ɛ,l̩,2
ŋ,ʔ,2
ɾ̃,ʔ,2
s,o,2
h,u,2
ʃ,ð,2
d,h,2
æ,ɹ̩,2
ɔ̃,ɑ,2
ɡ,n,2
s,w,2
æ,d,2
f,w,2
ɔ,ɾ̃,2
ɹ̩,l̩,2
h,θ,2
k,p,2
ɾ̃,a,2
v,z,2
v,n̩,2
ð,w,2
s,b,2
θ,n̩,2
ɹ̩,ʃ,2
ɹ,m,2
ɛ̃,o,2
ɑ,m,2
a,ɾ,2
m̩,s,2
k,t,2
e,ɹ,2
ɡ,a,2
ʃ,ʊ,2
b,t,2
l̩,w,2
o,v,2
s,i,2
ɛ,s,2
ɾ,i,2
i,s,2
e,j,2
d,ŋ,2
ɹ,æ,2
æ,b,2
z,l,2
w,ɛ,2
o,p,2
v,l,2
ɡ,ɛ,2
i,b,2
w,k,2
ɛ̃,e,2
d,ɔ,2
ʃ,i,2
ʒ,ɛ,2
ɹ̩,z,2
i,m,2
ɪ,p,2
b,i,2
b,ɡ,2
ʌ̃,ɾ,2
t,h,2
ʃ,ʌ,2
f,ʊ,2
f,l,2
m,z,2
b,f,2
ɪ,a,2
ʔ,ɾ̃,2
i,z,2
b,ʌ,2
m,h,2
v,ɾ,2
ɑ,s,2
ɪ,ʃ,2
ʒ,i,2
ɑ,ɹ,2
b,ɹ,2
b,j,2
u,n,2
d,ɹ,2
k,ɑ,2
n,θ,2
n,e,2
ʃ,m,2
e,n,2
v,æ,2
õ,ɾ̃,2
ɹ̩,j,2
u,d,2
ɾ̃,n̩,2
ʌ̃,n,2
ʒ,ɾ,2
ɪ̃,ɾ̃,2
m,ʊ,2
m̩,f,2
ð,f,2
ɡ,ɾ,2
ŋ,ð,2
ŋ,ɾ,2
ʔ,v,2
ð,p,2
m̩,l,2
m,n̩,2
õ,u,2
θ,n,2
k,b,2
ɾ,ɹ̩,2
p,w,2
ð,e,2
w,o,2
ɑ,ɾ̃,2
ʒ,s,2
ɔ,n,2
j,ɹ̩,2
t,m,2
s,a,2
n,o,2
ʃ,ɑ,2
ʃ,w,2
u,l,2
s,æ,2
o,m,2
ɪ,e,2
k,s,2
ɾ,ɑ,2
ɛ,u,2
i,n̩,2
k,ɹ,2
ʒ,ɹ̩,2
j,p,2
ʊ̃,ɾ̃,2
l,f,2
l,ɹ,2
ŋ,i,2
j,ʒ,2
v,ɹ̩,2
m,f,2
u,l̩,2
ɛ,m,2
s,e,2
æ,j,2
ɛ,θ,2
ɾ,n̩,2
s,ŋ,2
f,h,2
æ,f,2
l,h,2
ã,ɛ,2
l̩,ɔ,2
ɾ̃,j,2
j,k,2
m̩,ɹ̩,2
n̩,m̩,2
æ,k,2
e,l̩,2
n,ɹ̩,2
ɪ̃,θ,1
l̩,i,1
m,ʃ,1
p,o,1
ɾ,p,1
l,ɔ,1
ʊ,ʒ,1
v,θ,1
f,t,1
s,v,1
n,m̩,1
w,ɾ̃,1
β,f,1
ʊ̃,ʌ,1
õ,n,1
ð,j,1
ɑ,e,1
f,m,1
ɡ,w,1
u,f,1
ɹ̩,h,1
w,θ,1
ð,ɡ,1
u,e,1
ɡ,i,1
v,ɾ̃,1
ɔ,h,1
b,l̩,1
ʃ,ɛ,1
ɡ,ɾ̃,1
p,l,1
o,i,1
l,ɑ,1
i,ð,1
p,k,1
p,s,1
t,j,1
m̩,j,1
æ̃,ɾ̃,1
ŋ,e,1
a,θ,1
u,ŋ,1
w,j,1
ɔ̃,ʌ,1
m,ʒ,1
l,ʃ,1
w,ɡ,1
o,ʔ,1
e,p,1
i,ʃ,1
a,ŋ,1
p,n̩,1
ŋ,l,1
ɾ̃,ʃ,1
o,ʃ,1
f,z,1
ɔ,e,1
ɹ,d,1
θ,ɾ̃,1
ʒ,l,1
n,l̩,1
h,ɔ,1
l̩,ɑ,1
æ,θ,1
b,ɹ̩,1
ɹ,l̩,1
s,f,1
ɛ,ɔ,1
s,u,1
ʔ,z,1
ɑ,ʔ,1
ɹ,n̩,1
s,ɹ̩,1
ʔ,ʒ,1
w,n,1
ɪ̃,j,1
ɾ̃,s,1
ɛ̃,ɾ̃,1
v,ɡ,1
e,f,1
h,i,1
θ,ʊ,1
æ,ɹ,1
e,ɾ̃,1
ʌ̃,u,1
ɔ,i,1
i,t,1
w,e,1
ɾ̃,d,1
ɛ̃,ð,1
ɹ̩,æ,1
ʊ,f,1
s,j,1
ɡ,ʊ,1
ɑ,p,1
ẽ,p,1
ɪ̃,u,1
ĩ,ɾ̃,1
v,n,1
u,h,1
z,ɹ,1
ɑ,ɡ,1
m,t,1
ʔ,o,1
v,l̩,1
v,o,1
j,ɾ,1
ʌ̃,l,1
ɾ̃,ɡ,1
ʒ,b,1
ɑ,u,1
ɾ̃,ɹ̩,1
h,w,1
l̩,b,1
t,b,1
ɔ,d,1
k,w,1
ɾ̃,z,1
h,v,1
l,z,1
ʔ,m̩,1
k,ɹ̩,1
ʃ,h,1
θ,f,1
e,ʊ,1
ɪ̃,ɹ,1
ð,ʔ,1
ŋ,a,1
ɾ̃,ʊ,1
i,l,1
ʒ,ʌ,1
ɔ̃,o,1
ɪ̃,ʊ,1
l̩,ɹ,1
θ,ʒ,1
u,ɹ,1
i,ŋ,1
ʃ,ɡ,1
w,d,1
ɹ̩,f,1
ɔ,u,1
θ,p,1
n,u,1
d,i,1
s,k,1
ɾ,f,1
n̩,h,1
w,ɹ̩,1
i,ɑ,1
a,s,1
ʒ,n̩,1
ʔ,ɡ,1
h,e,1
O,m,1
æ,ʔ,1
f,ɾ̃,1
z,p,1
ʌ̃,ɾ̃,1
ʔ,ɑ,1
ð,ɾ̃,1
m̩,ð,1
n̩,d,1
a,l̩,1
f,b,1
k,v,1
u,ɔ,1
h,n,1
h,æ,1
ɛ̃,a,1
u,a,1
ŋ,ɹ̩,1
d,l̩,1
a,n̩,1
ɔ,ɡ,1
w,z,1
l,ʒ,1
h,l,1
p,a,1
ŋ,ɹ,1
ɹ̩,b,1
z,ɔ,1
ʃ,u,1
ʒ,u,1
ɑ̃,ɔ,1
a,p,1
ɾ̃,e,1
n̩,ɾ,1
ɾ,o,1
z,ɾ̃,1
m̩,ɾ̃,1
k,j,1
f,ɑ,1
ɡ,z,1
a,ʒ,1
ɡ,ɪ,1
ʌ̃,p,1
m,s,1
ɑ,l̩,1
m,u,1
h,n̩,1
ɹ̩,p,1
m,ɔ,1
h,k,1
m̩,z,1
ɪ̃,n,1
n̩,w,1
m,k,1
ã,m,1
ɾ,s,1
ʊ,ʃ,1
ʔ,e,1
k,h,1
k,ð,1
m,ɹ̩,1
e,u,1
j,ɑ,1
f,ɹ̩,1
ʒ,p,1
e,d,1
ɑ,d,1
v,e,1
k,æ,1
z,æ,1
e,s,1
ŋ,z,1
u,ɾ,1
æ,n̩,1
p,ɪ,1
n̩,v,1
o,k,1
ʔ,ɹ,1
b,m,1
i,w,1
ɹ,ʒ,1
h,o,1
l,n̩,1
ɡ,s,1
f,j,1
v,a,1
ɾ̃,v,1
ʃ,n,1
ɛ̃,m,1
f,i,1
k,n̩,1
ɡ,h,1
s,ɡ,1
ɡ,j,1
ʊ,ɔ,1
ð,ɹ,1
l,d,1
l,ɡ,1
ɔ,k,1
k,z,1
ɾ̃,k,1
ʔ,ɛ,1
z,ʔ,1
e,k,1
ʌ̃,t,1
n̩,o,1
ʌ̃,ʊ,1
æ,o,1
ɑ̃,ɹ,1
ɔ,v,1
ɪ̃,ɾ,1
z,j,1
ɔ,j,1
ɪ̃,æ,1
m̩,ɹ,1
s,ʒ,1
l,k,1
õ,ɛ,1
v,d,1
m̩,h,1
ʊ̃,ð,1
æ̃,i,1
ũ,u,1
o,e,1
z,w,1
m,ɾ̃,1
h,ɾ,1
ʃ,e,1
b,a,1
a,k,1
z,ɾ,1
f,d,1
ɹ,u,1
w,f,1
ɡ,ð,1
ɡ,d,1
k,ŋ,1
ŋ,s,1
ɹ̩,s,1
l̩,ɹ̩,1
ɾ,a,1
õ,ɪ,1
ʊ̃,ɾ,1
e,ɡ,1
l̩,o,1
h,ʃ,1
z,a,1
u,ʃ,1
h,ɹ̩,1
b,ɾ,1
ɪ̃,ŋ,1
s,n̩,1
æ,ɔ,1
θ,æ,1
t,e,1
v,h,1
e,w,1
o,ɡ,1
e,m,1
z,ʊ,1
d,ʒ,1
b,k,1
m̩,v,1
f,ɹ,1
ĩ,a,1
æ,u,1
θ,ʌ,1
ɹ,f,1
l̩,n,1
m,d,1
p,ʌ,1
ɹ̩,m,1
ẽ,ɛ,1
ã,ɹ,1
ʊ̃,a,1
o,b,1
f,æ,1
ɾ,l,1
n̩,ɹ,1
e,ɔ,1
θ,l,1
j,ŋ,1
j,t,1
b,z,1
ŋ,ɑ,1
ʊ̃,ʔ,1
ɹ,i,1
ʃ,ɔ,1
ŋ,b,1
v,ɑ,1
ʌ̃,i,1
ɹ̩,d,1
t,ɾ̃,1
d,m,1
ʃ,f,1
s,p,1
ŋ,ɛ,1
ɹ̩,l,1
l,ʔ,1
z,f,1
z,v,1
m,o,1
m̩,θ,1
ð,h,1
e,ɪ,1
e,n̩,1
ɾ,m,1
ĩ,ɾ,1
