symbol,total_deletions
ɪ,19774
ʌ,14477
n,9310
s,8389
t,7383
ɛ,6829
i,6631
ɹ,6185
ʊ,5848
d,5373
k,5349
l,5348
a,5176
m,4917
ð,3966
w,3965
o,3788
z,3527
j,3408
æ,3302
ɹ̩,3088
e,3035
b,2968
ɾ,2808
ɑ,2737
p,2530
f,2348
v,2329
u,2325
ʔ,2294
ɾ̃,2269
h,2079
ʃ,1989
ɡ,1876
ɔ,1825
ŋ,1586
θ,1494
n̩,1286
ʒ,1083
l̩,727
m̩,512
ʊ̃,147
õ,124
ɪ̃,111
ʌ̃,89
ɛ̃,72
æ̃,67
ã,38
ĩ,28
ɑ̃,28
ɔ̃,15
β,15
ẽ,13
ũ,1
O,1
I,1
E,1
A,1
U,1
H,1
